Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,Idication
3bb0_A_cavity_4,12,5.455,0.4546,8,2,0,2,0,0,Vanadium chloroperoxidase,NONE,P49053,NONE,NONE,NONE
3b9p_A_cavity_1,8,3.636,0.4546,6,1,1,0,0,0,Spastin,NONE,Q8I0P1,NONE,NONE,NONE
1smd_A_cavity_1,11,5,0.4545,5,1,2,1,2,0,Alpha-amylase 1,NONE,P04745,Carbohydrate transport and metabolism,NONE,NONE
1kbh_A_cavity_1,9,4.088,0.4543,5,0,3,1,0,0,Nuclear receptor coactivator 3,NONE,Q9Y6Q9,NONE,NONE,NONE
1si2_A_cavity_1,8,3.633,0.4542,5,0,2,0,1,0,Eukaryotic translation initiation factor 2C 1,GENE REGULATION/RNA/DNA,I2C1_HUMAN,Plays an important role in the eukaryotic peptide chain initiation process.,NONE,NONE
1ign_A_cavity_1,24,10.89,0.4538,10,4,3,0,7,0,DNA-binding protein RAP1,NONE,P11938,NONE,NONE,NONE
1f8f_A_cavity_1,18,8.166,0.4537,8,1,5,0,4,0,Benzyl alcohol dehydrogenase,NONE,Q59096,Involved in zinc ion binding,NONE,NONE
1hlb_A_cavity_4,9,4.083,0.4536,8,1,0,0,0,0,"Globin C, coelomic",NONE,P80018,NONE,NONE,NONE
1rj6_A_cavity_1,9,4.08,0.4533,5,3,0,0,1,0,Carbonic anhydrase 14,LYASE,CAH14_MOUSE,Reversible hydration of carbon dioxide.,NONE,NONE
1i1m_A_cavity_2,9,4.079,0.4533,6,0,2,0,1,0,Branched-chain-amino-acid aminotransferase,NONE,P0AB80,Amino acid transport and metabolism,NONE,NONE
1m4u_A_cavity_1,9,4.075,0.4528,8,0,1,0,0,0,Bone morphogenetic protein 7,HORMONE/GROWTH FACTOR,BMP7_HUMAN,Induces cartilage and bone formation. May be the osteoinductive factor responsible for the phenomenon of epithelial osteogenesis. Plays a role in calcium regulation and bone homeostasis.,NONE,Tooth disease;Brain injury;Motor neurone disease;Cerebrovascular ischemia;Bone disease;Parkinsons disease;Renal failure;Periodontal disease
1bgx_H_cavity_1,8,3.621,0.4526,6,0,2,0,0,0,"DNA polymerase I, thermostable",NONE,P19821,"Replication, recombination and repair",NONE,NONE
1h21_C_cavity_3,8,3.62,0.4525,5,1,2,0,0,0,Split-Soret cytochrome c,NONE,P81040,Diheme cytochrome c which may be involved in sulfate reduction,NONE,NONE
2a8p_A_cavity_1,10,4.522,0.4522,6,2,1,1,0,0,U8 snoRNA-decapping enzyme,NONE,Q6TEC1,NONE,NONE,NONE
2p85_D_cavity_1,8,3.616,0.452,5,2,0,0,1,0,Cytochrome P450 2A13,OXIDOREDUCTASE,CP2AD_HUMAN,"Exhibits a coumarin 7-hydroxylase activity. Active in the metabolic activation of hexamethylphosphoramide, N,N- dimethylaniline, 2-methoxyacetophenone, N- nitrosomethylphenylamine, and the tobacco-specific carcinogen, 4- (methylnitrosamino)-1-(3-pyridyl)",NONE,NONE
1yxe_A_cavity_3,8,3.615,0.4519,5,1,1,0,1,0,Apical membrane antigen 1,NONE,P22621,NONE,NONE,NONE
2h6a_A_cavity_1,8,3.612,0.4516,4,1,1,1,1,0,Metallo-beta-lactamase L1,NONE,P52700,Involved in zinc ion binding,NONE,NONE
1qvw_B_cavity_1,9,4.064,0.4515,5,2,1,1,0,0,Probable chaperone protein HSP31,NONE,Q04432,Involved in protein binding,NONE,NONE
1odn_A_cavity_1,10,4.511,0.4511,8,0,1,0,1,0,Isopenicillin N synthetase,NONE,P05326,Involved in iron ion binding,NONE,NONE
2fju_B_cavity_4,8,3.608,0.451,5,0,2,1,0,0,Ras-related C3 botulinum toxin substrate 1,"SIGNALING PROTEIN,APOPTOSIS/HYDROLASE",RAC1_HUMAN,"Plasma membrane-associated small GTPase which cycles between active GTP-bound and inactive GDP-bound states. In its active state, binds to a variety of effector proteins to regulate cellular responses such as secretory processes, phagocytosis of apoptotic;Isoform B has an accelerated GEF-independent GDP/GTP exchange and an impaired GTP hydrolysis, which is restored partially by GTPase-activating proteins. It is able to bind to the GTPase-binding domain of PAK but not full-length PAK in a GTP- dependent man",NONE,NONE
1kop_A_cavity_1,9,4.058,0.4509,5,2,1,0,1,0,Carbonic anhydrase,NONE,Q50940,Involved in carbonate dehydratase activity,NONE,NONE
1duw_A_cavity_1,10,4.507,0.4507,7,1,1,1,0,0,Nonaheme cytochrome c,NONE,Q9XCU0,Involved in iron ion binding,NONE,NONE
1n69_A_cavity_1,9,4.055,0.4506,8,0,1,0,0,0,Proactivator polypeptide,NONE,P07602,Involved in enzyme activator activity,NONE,NONE
1ggl_B_cavity_1,8,3.604,0.4505,7,0,1,0,0,0,Retinol-binding protein 5,TRANSPORT PROTEIN,RET5_HUMAN,Intracellular transport of retinol.,NONE,NONE
2hps_A_cavity_1,8,3.602,0.4503,5,2,1,0,0,0,Luciferin-binding protein,NONE,P05938,NONE,NONE,NONE
2p8u_A_cavity_3,9,4.052,0.4502,5,0,2,1,1,0,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",TRANSFERASE,HMCS1_HUMAN,"This enzyme condenses acetyl-CoA with acetoacetyl-CoA to form HMG-CoA, which is the substrate for HMG-CoA reductase.",NONE,Hyperlipidemia;Hypercholesterolemia;Atherosclerosis
1tqy_G_cavity_1,9,4.05,0.45,9,0,0,0,0,0,Actinorhodin polyketide putative beta-ketoacyl synthase 1,NONE,Q02059,NONE,NONE,NONE
2gbz_A_cavity_2,9,4.045,0.4495,7,0,2,0,0,0,Oligoribonuclease,NONE,Q8P8S1,NONE,NONE,NONE
1mi1_A_cavity_1,11,4.942,0.4493,7,0,2,2,0,0,Neurobeachin,NONE,Q8NFP9,NONE,NONE,NONE
2nxv_A_cavity_2,9,4.042,0.4491,2,1,2,2,2,0,ATP synthase subunits region ORF 6,NONE,P05449,NONE,NONE,NONE
1hi9_C_cavity_1,11,4.939,0.449,5,0,3,3,0,0,D-aminopeptidase,NONE,P26902,NONE,NONE,NONE
2rhs_A_cavity_1,14,6.279,0.4485,7,2,2,3,0,0,Phenylalanyl-tRNA synthetase alpha chain,NONE,Q4L5E3,NONE,NONE,NONE
1h2f_A_cavity_1,9,4.035,0.4483,4,1,2,0,2,0,Phosphoglycerate mutase,NONE,Q9ALU0,Carbohydrate transport and metabolism,NONE,NONE
2p67_A_cavity_2,8,3.586,0.4483,4,1,2,1,0,0,LAO/AO transport system kinase,NONE,P27254,NONE,NONE,NONE
1xg4_A_cavity_1,11,4.929,0.4481,6,1,2,0,2,0,Methylisocitrate lyase,NONE,P77541,Carbohydrate transport and metabolism,NONE,NONE
3cue_J_cavity_1,9,4.033,0.4481,8,0,1,0,0,0,Transport protein particle 23 kDa subunit,NONE,Q03784,NONE,NONE,NONE
2b2x_H_cavity_1,8,3.583,0.4479,6,1,1,0,0,0,Integrin alpha-1,NONE,P18614,NONE,NONE,NONE
2k7i_B_cavity_1,9,4.027,0.4475,8,1,0,0,0,0,UPF0339 protein Atu0232,NONE,Q8UIR1,NONE,NONE,NONE
1kgl_A_cavity_1,8,3.579,0.4473,6,1,1,0,0,0,Retinol-binding protein 1,NONE,P02696,NONE,NONE,NONE
1n83_A_cavity_1,9,4.023,0.447,7,1,1,0,0,0,Nuclear receptor ROR-alpha,LIPID BINDING PROTEIN,RORA_HUMAN,Orphan nuclear receptor. Binds DNA as a monomer to hormone response elements (HRE) containing a single core motif half-site preceded by a short A-T-rich sequence. This isomer binds to the consensus sequence 5-[AT][TA]A[AT][CGT]TAGGTCA-3.,NONE,NONE
1kmy_A_cavity_1,10,4.467,0.4467,6,1,1,0,2,0,"Biphenyl-2,3-diol 1,2-dioxygenase",NONE,P47228,Amino acid transport and metabolism,NONE,NONE
2j3t_B_cavity_1,8,3.574,0.4467,7,0,1,0,0,0,Trafficking protein particle complex subunit 3,NONE,O55013,NONE,NONE,NONE
1xkt_B_cavity_1,8,3.573,0.4466,4,1,2,0,1,0,Fatty acid synthase,HYDROXYLASE,FAS_HUMAN,"Fatty acid synthetase catalyzes the formation of long- chain fatty acids from acetyl-CoA, malonyl-CoA and NADPH. This multifunctional protein has 7 catalytic activities and an acyl carrier protein.",NONE,Obesity;Cancer;Bacterial infection
1a67_A_cavity_1,8,3.572,0.4465,7,0,1,0,0,0,Cystatin,NONE,P01038,NONE,NONE,NONE
1hsr_A_cavity_1,12,5.357,0.4464,5,2,2,0,3,0,Peroxidase,NONE,P28313,Involved in peroxidase activity,NONE,NONE
2bxg_A_cavity_8,8,3.571,0.4464,5,1,1,1,0,0,Serum albumin,TRANSPORT PROTEIN,ALBU_HUMAN,"Serum albumin, the main protein of plasma, has a good binding capacity for water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs. Its main function is the regulation of the colloidal osmotic pressure of blood.",Defects in ALB are a cause of familial dysalbuminemic hyperthyroxinemia (FDH) [MIM:103600]. FDH is a form of euthyroid hyperthyroxinemia that is due to increased affinity of ALB for T(4). It is the most common cause of inherited euthyroid hyperthyroxinemia in Caucasian population.;A variant structure of albumin could lead to increased binding of zinc resulting in an asymptomatic augmentation of zinc concentration in the blood [MIM:194470].,NONE
1bf2_A_cavity_1,15,6.694,0.4463,7,1,4,3,0,0,Isoamylase,NONE,P10342,NONE,NONE,NONE
2a1r_B_cavity_1,12,5.356,0.4463,6,1,2,2,1,0,Poly(A)-specific ribonuclease PARN,NONE,O95453,NONE,NONE,NONE
1m7w_B_cavity_1,9,4.017,0.4463,7,0,1,0,1,0,Hepatocyte nuclear factor 4-alpha,NONE,P22449,Involved in transcription factor activity,NONE,NONE
2glf_B_cavity_3,9,4.016,0.4462,6,2,1,0,0,0,Probable M18 family aminopeptidase 1,NONE,Q9WYJ9,NONE,NONE,NONE
2o97_B_cavity_1,10,4.461,0.4461,10,0,0,0,0,0,DNA-binding protein HU-alpha,NONE,P0ACF0,NONE,NONE,NONE
2gvy_A_cavity_1,12,5.352,0.446,5,2,2,2,1,0,Alpha-amylase A type-1/2,NONE,P0C1B3,NONE,NONE,NONE
3gyr_C_cavity_2,12,5.35,0.4459,8,0,2,1,1,0,Phenoxazinone synthase,NONE,Q53692,NONE,NONE,NONE
1a6i_A_cavity_1,8,3.567,0.4459,5,0,2,0,1,0,Tetracycline repressor protein class D,NONE,P0ACT4,NONE,NONE,NONE
2dpm_A_cavity_1,18,8.023,0.4457,8,3,3,4,0,0,Modification methylase DpnIIA,NONE,P04043,NONE,NONE,NONE
2cw0_C_cavity_5,8,3.565,0.4457,5,1,1,0,1,0,DNA-directed RNA polymerase subunit alpha,NONE,Q9Z9H6,NONE,NONE,NONE
2c0p_A_cavity_1,9,4.011,0.4456,6,1,1,1,0,0,Acetylcholinesterase,NONE,P21836,Lipid transport and metabolism,NONE,NONE
3por_A_cavity_3,8,3.564,0.4455,6,0,2,0,0,0,Porin,NONE,P31243,NONE,NONE,NONE
1v75_B_cavity_1,8,3.564,0.4455,6,0,0,0,2,0,Hemoglobin D subunit alpha,NONE,P83134,NONE,NONE,NONE
1moh_A_cavity_1,8,3.558,0.4448,6,0,1,0,1,0,Hemoglobin-1,NONE,P41260,Involved in iron ion binding,NONE,NONE
1t3k_A_cavity_2,8,3.558,0.4447,4,2,1,0,1,0,Dual specificity phosphatase Cdc25,NONE,Q8GY31,NONE,NONE,NONE
2gtt_P_cavity_3,8,3.554,0.4443,6,1,1,0,0,0,Nucleoprotein,NONE,Q7TBN9,NONE,NONE,NONE
1akp_A_cavity_1,9,3.997,0.4442,8,0,1,0,0,0,Apokedarcidin,NONE,P41249,NONE,NONE,NONE
2amj_A_cavity_1,8,3.55,0.4438,5,1,2,0,0,0,Modulator of drug activity B,NONE,P0AEY7,NONE,NONE,NONE
3man_A_cavity_1,8,3.549,0.4437,4,0,2,1,1,0,Beta-mannanase,NONE,Q9ZF13,"Involved in hydrolase activity, hydrolyzing O-glycosyl compounds",NONE,NONE
2a14_A_cavity_1,9,3.992,0.4435,4,1,2,1,1,0,Indolethylamine N-methyltransferase,NONE,O95050,NONE,NONE,NONE
1vhj_D_cavity_2,9,3.987,0.443,6,1,1,1,0,0,Purine nucleoside phosphorylase deoD-type 1,NONE,Q9KPM0,NONE,NONE,NONE
2qtv_A_cavity_2,9,3.986,0.4429,6,1,1,1,0,0,Protein transport protein SEC23,NONE,P15303,NONE,NONE,NONE
3csy_M_cavity_1,8,3.543,0.4428,7,0,1,0,0,0,Pre-small/secreted glycoprotein,NONE,P60170,NONE,NONE,NONE
1hbr_C_cavity_1,11,4.87,0.4427,8,0,1,0,2,0,Hemoglobin subunit alpha-D,NONE,P02001,NONE,NONE,NONE
1tqp_A_cavity_1,9,3.983,0.4426,5,1,1,1,1,0,RIO-type serine/threonine-protein kinase Rio2,NONE,O30245,Involved in protein kinase activity,NONE,NONE
1h97_B_cavity_1,9,3.982,0.4424,7,0,1,0,1,0,Globin-3,NONE,P80721,Involved in iron ion binding,NONE,NONE
2do8_A_cavity_2,9,3.975,0.4417,6,1,1,1,0,0,UPF0301 protein HD_1794,NONE,Q7VKS7,NONE,NONE,NONE
2i5p_O_cavity_1,8,3.531,0.4414,6,1,1,0,0,0,Glyceraldehyde-3-phosphate dehydrogenase 1,NONE,P84998,NONE,NONE,NONE
1yx2_B_cavity_1,9,3.972,0.4413,6,1,0,2,0,0,Aminomethyltransferase,NONE,P54378,Involved in aminomethyltransferase activity,NONE,NONE
2f6r_A_cavity_1,20,8.824,0.4412,7,3,4,5,1,0,Bifunctional coenzyme A synthase,NONE,Q9DBL7,NONE,NONE,NONE
1n6b_A_cavity_2,9,3.971,0.4412,7,2,0,0,0,0,Cytochrome P450 2C5,NONE,P00179,Involved in monooxygenase activity,NONE,NONE
2pif_A_cavity_1,9,3.965,0.4406,5,1,2,1,0,0,UPF0317 protein PSPTO_5379,NONE,Q87UC6,NONE,NONE,NONE
1p9p_A_cavity_1,8,3.524,0.4405,6,1,1,0,0,0,tRNA,NONE,P0A876,Involved in RNA binding,NONE,NONE
3eht_A_cavity_3,14,6.163,0.4402,6,2,3,0,3,0,Maltose-binding periplasmic protein,NONE,P0AEX9,Carbohydrate transport and metabolism,NONE,NONE
2czt_A_cavity_1,9,3.962,0.4402,7,0,1,0,1,0,Prostaglandin-H2 D-isomerase,NONE,O09114,NONE,NONE,NONE
1pv2_A_cavity_1,9,3.96,0.44,6,1,1,1,0,0,Chaperone protein hchA,NONE,P31658,NONE,NONE,NONE
1ljr_A_cavity_1,12,5.277,0.4397,4,3,1,1,3,0,Glutathione S-transferase theta-2,TRANSFERASE,GSTT2_HUMAN,Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles. Has a sulfatase activity.,NONE,NONE
1dci_A_cavity_1,8,3.514,0.4393,4,1,2,1,0,0,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",NONE,Q62651,Involved in catalytic activity,NONE,NONE
3g5k_C_cavity_1,9,3.952,0.4391,6,0,1,1,1,0,"Peptide deformylase, mitochondrial",NONE,Q9HBH1,NONE,NONE,NONE
2b7m_A_cavity_1,8,3.509,0.4386,6,1,1,0,0,0,Exocyst complex component EXO70,NONE,P19658,NONE,NONE,NONE
2ckz_A_cavity_1,9,3.946,0.4385,6,1,2,0,0,0,DNA-directed RNA polymerase III subunit RPC9,NONE,P47076,NONE,NONE,NONE
1vp5_B_cavity_1,9,3.941,0.4379,6,1,0,1,1,0,"Oxidoreductase, aldo/keto reductase family",NONE,Q9X0A2,Involved in oxidoreductase activity,NONE,NONE
1o7d_C_cavity_1,8,3.502,0.4377,6,1,1,0,0,0,Lysosomal alpha-mannosidase,NONE,Q29451,Necessary for the catabolism of N-linked carbohydrates released during glycoprotein turnover.,NONE,NONE
2g7h_A_cavity_1,8,3.499,0.4374,6,2,0,0,0,0,Methylated-DNA--protein-cysteine methyltransferase,NONE,Q58924,NONE,NONE,NONE
1k8t_A_cavity_4,8,3.494,0.4368,6,2,0,0,0,0,Calmodulin-sensitive adenylate cyclase,NONE,P40136,NONE,NONE,NONE
3fiv_A_cavity_1,8,3.494,0.4368,6,1,1,0,0,0,Pol polyprotein,NONE,P16088,NONE,NONE,NONE
2puj_A_cavity_1,9,3.93,0.4367,7,2,0,0,0,0,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase",NONE,P47229,NONE,NONE,NONE
1i8t_A_cavity_1,13,5.675,0.4365,6,2,3,0,2,0,UDP-galactopyranose mutase,NONE,P37747,Cell wall/membrane/envelope biogenesis,NONE,NONE
1is8_D_cavity_1,9,3.928,0.4365,7,1,1,0,0,0,GTP cyclohydrolase I,NONE,P30793,Coenzyme transport and metabolism,NONE,NONE
1hqs_B_cavity_4,9,3.927,0.4364,4,1,2,2,0,0,Isocitrate dehydrogenase [NADP],NONE,P39126,Energy production and conversion,NONE,NONE
2wfd_B_cavity_1,9,3.925,0.4361,7,1,0,1,0,0,"Leucyl-tRNA synthetase, cytoplasmic",NONE,Q9P2J5,NONE,NONE,NONE
2pl5_A_cavity_4,8,3.484,0.4355,6,0,1,0,1,0,Homoserine O-acetyltransferase,NONE,Q8F4I0,NONE,NONE,NONE
1zo0_A_cavity_1,8,3.482,0.4353,6,1,1,0,0,0,Ornithine decarboxylase antizyme,NONE,P54370,NONE,NONE,NONE
2fug_M_cavity_2,10,4.35,0.435,6,1,2,1,0,0,NADH-quinone oxidoreductase subunit 1,NONE,Q56222,NONE,NONE,NONE
1kw2_A_cavity_3,15,6.521,0.4347,8,0,3,3,1,0,Vitamin D-binding protein,TRANSPORT PROTEIN,VTDB_HUMAN,"Multifunctional protein found in plasma, ascitic fluid, cerebrospinal fluid, and urine and on the surface of many cell types. In plasma, it carries the vitamin D sterols and prevents polymerization of actin by binding its monomers. DBP associates with mem",NONE,NONE
1zmr_A_cavity_1,9,3.911,0.4345,6,1,2,0,0,0,Phosphoglycerate kinase,NONE,P0A7A0,NONE,NONE,NONE
3fm0_A_cavity_1,9,3.907,0.4341,6,0,1,1,1,0,Probable cytosolic iron-sulfur protein assembly protein CIAO1,NONE,O76071,NONE,NONE,NONE
2tn4_A_cavity_1,10,4.335,0.4335,8,0,1,1,0,0,"Troponin C, skeletal muscle",NONE,P02586,NONE,NONE,NONE
1t13_A_cavity_1,9,3.901,0.4334,3,2,1,1,2,0,"6,7-dimethyl-8-ribityllumazine synthase 2",NONE,P61713,Coenzyme transport and metabolism,NONE,NONE
2nq5_A_cavity_3,9,3.896,0.4328,7,1,1,0,0,0,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,NONE,Q8CWX6,NONE,NONE,NONE
1csr_A_cavity_1,8,3.463,0.4328,4,2,1,0,1,0,"Citrate synthase, mitochondrial",NONE,P23007,NONE,NONE,NONE
1c52_A_cavity_1,9,3.894,0.4327,6,2,0,0,1,0,Cytochrome c-552,NONE,P04164,Energy production and conversion,NONE,NONE
1go3_N_cavity_1,8,3.459,0.4324,6,1,1,0,0,0,DNA-directed RNA polymerase subunit E,NONE,Q57840,NONE,NONE,NONE
1rkh_A_cavity_1,10,4.32,0.432,6,1,1,0,2,0,Vitamin D3 receptor,NONE,P13053,NONE,NONE,NONE
1rxq_D_cavity_1,10,4.318,0.4318,4,1,2,1,2,0,Putative metal-dependent hydrolase yfiT,NONE,O31562,NONE,NONE,NONE
2q83_B_cavity_1,8,3.448,0.431,5,1,1,1,0,0,Spore coat protein I,NONE,O34656,NONE,NONE,NONE
1odo_A_cavity_1,10,4.308,0.4308,7,1,1,0,1,0,Putative cytochrome P450,NONE,Q9KZR7,Involved in monooxygenase activity,NONE,NONE
1qe0_A_cavity_2,8,3.446,0.4307,5,0,2,1,0,0,Histidyl-tRNA synthetase,NONE,P60911,NONE,NONE,NONE
1vbj_B_cavity_1,9,3.875,0.4306,6,1,1,0,1,0,Prostaglandin F synthase,NONE,Q9GV41,Involved in oxidoreductase activity,NONE,NONE
2a6n_B_cavity_2,9,3.872,0.4302,6,0,2,1,0,0,Dihydrodipicolinate synthase,NONE,P0A6L2,NONE,NONE,NONE
2rgv_A_cavity_1,17,7.305,0.4297,8,2,3,4,0,0,Peroxide operon regulator,NONE,P71086,NONE,NONE,NONE
3ftd_A_cavity_1,9,3.867,0.4297,5,1,2,1,0,0,Dimethyladenosine transferase,NONE,O67680,NONE,NONE,NONE
1tq5_A_cavity_1,9,3.863,0.4292,4,1,1,1,2,0,Protein yhhW,NONE,P46852,NONE,NONE,NONE
1r4w_B_cavity_1,8,3.434,0.4292,7,1,0,0,0,0,Glutathione S-transferase kappa 1,NONE,P24473,Involved in protein disulfide oxidoreductase activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance"
2oeq_C_cavity_1,9,3.862,0.4291,7,1,1,0,0,0,UPF0342 protein GK0640,NONE,Q5L2A5,NONE,NONE,NONE
2d0j_D_cavity_1,11,4.719,0.429,5,3,1,2,0,0,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2,TRANSFERASE,B3GA2_HUMAN,Involved in the biosynthesis of L2/HNK-1 carbohydrate epitope on both glycolipids and glycoproteins (By similarity).,NONE,NONE
1h29_D_cavity_3,9,3.861,0.429,7,1,0,0,1,0,High-molecular-weight cytochrome c,NONE,P24092,Involved in iron ion binding,NONE,NONE
1iq3_A_cavity_2,9,3.86,0.4289,6,2,1,0,0,0,RalBP1-associated Eps domain-containing protein 2,NONE,Q8NFH8,NONE,NONE,NONE
1jpd_X_cavity_1,8,3.43,0.4288,3,0,3,1,1,0,Uncharacterized protein ycjG,NONE,P51981,NONE,NONE,NONE
2cpx_A_cavity_1,9,3.857,0.4286,6,2,1,0,0,0,RNA-binding protein 41,NONE,Q96IZ5,NONE,NONE,NONE
2ggk_D_cavity_1,9,3.852,0.428,6,1,1,0,1,0,N-carbamoyl-D-amino acid hydrolase,NONE,Q44185,NONE,NONE,NONE
2ct9_B_cavity_2,8,3.419,0.4274,7,0,1,0,0,0,Calcium-binding protein p22,NONE,P61023,NONE,NONE,NONE
1mnt_A_cavity_1,8,3.418,0.4273,7,0,1,0,0,0,Regulatory protein mnt,NONE,P03049,NONE,NONE,NONE
1gyl_A_cavity_1,8,3.418,0.4273,5,1,1,0,1,0,Peroxisomal (S)-2-hydroxy-acid oxidase,NONE,P05414,Energy production and conversion,NONE,NONE
2nut_A_cavity_1,10,4.272,0.4272,5,2,2,1,0,0,Protein transport protein Sec23A,NONE,Q15436,NONE,NONE,NONE
1hi6_B_cavity_1,8,3.416,0.427,4,1,2,1,0,0,Ig gamma-2A chain C region secreted form,NONE,P01864,NONE,NONE,NONE
3dax_A_cavity_1,12,5.121,0.4268,5,1,4,2,0,0,Cytochrome P450 7A1,OXIDOREDUCTASE,CP7A1_HUMAN,NONE,NONE,NONE
1pzq_A_cavity_1,8,3.415,0.4268,6,1,1,0,0,0,"Erythronolide synthase, modules 3 and 4",NONE,Q03132,NONE,NONE,NONE
1cle_B_cavity_1,10,4.266,0.4266,8,0,1,1,0,0,Lipase 3,NONE,P32947,Lipid transport and metabolism,NONE,NONE
3c0r_C_cavity_1,8,3.412,0.4265,4,2,1,0,1,0,Ubiquitin thioesterase OTU1,NONE,P43558,NONE,NONE,NONE
2z0s_A_cavity_1,8,3.412,0.4265,4,1,2,1,0,0,Probable exosome complex RNA-binding protein 1,NONE,Q9YC02,NONE,NONE,NONE
2r6z_B_cavity_1,11,4.685,0.4259,5,2,2,2,0,0,UPF0341 protein in rsp 3region,NONE,P72077,NONE,NONE,NONE
1x6v_B_cavity_2,9,3.828,0.4253,7,1,0,0,1,0,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthetase 1,NONE,O43252,Involved in ATP binding,NONE,NONE
3cc6_A_cavity_2,12,5.1,0.425,6,1,3,2,0,0,Protein tyrosine kinase 2 beta,TRANSFERASE,FAK2_HUMAN,Involved in calcium induced regulation of ion channel and activation of the map kinase signaling pathway. May represent an important signaling intermediate between neuropeptide activated receptors or neurotransmitters that increase calcium flux and the do,NONE,NONE
2iw2_A_cavity_3,10,4.249,0.4249,4,1,2,1,2,0,Xaa-Pro dipeptidase,HYDROLASE,PEPD_HUMAN,Splits dipeptides with a prolyl or hydroxyprolyl residue in the C-terminal position. Plays an important role in collagen metabolism because the high level of iminoacids in collagen.,"Defects in PEPD are a cause of prolidase deficiency (PD) [MIM:170100]. Prolidase deficiency is an autosomal recessive disorder associated with iminodipeptiduria. The clinical phenotype includes skin ulcers, mental retardation, recurrent infections, and a characteristic facies. These features, however are incompletely penetrant and highly variable in both age of onset and severity. There is a tight linkage between the polymorphisms of prolidase and the myotonic dystrophy trait.",NONE
2o9c_A_cavity_2,8,3.399,0.4249,4,0,1,0,3,0,Bacteriophytochrome,NONE,Q9RZA4,NONE,NONE,NONE
3coq_B_cavity_1,8,3.399,0.4248,7,0,1,0,0,0,Regulatory protein GAL4,NONE,P04386,NONE,NONE,NONE
1z28_A_cavity_1,9,3.821,0.4246,7,0,1,0,1,0,Sulfotransferase 1A1,TRANSFERASE,ST1A1_HUMAN,"Catalyzes the sulfate conjugation of catecholamines, phenolic drugs and neurotransmitters. Is also responsible for the sulfation and activation of minoxidil. Mediates the metabolic activation of carcinogenic N-hydroxyarylamines to DNA binding products and",NONE,NONE
1g0o_B_cavity_2,10,4.245,0.4245,6,0,3,0,1,0,Tetrahydroxynaphthalene reductase,NONE,Q12634,Lipid transport and metabolism,NONE,NONE
1uj3_B_cavity_1,10,4.24,0.424,7,1,1,1,0,0,Tissue factor,IMMUNE SYSTEM/BLOOD CLOTTING,TF_HUMAN,Initiates blood coagulation by forming a complex with circulating factor VII or VIIa. The [TF:VIIa] complex activates factors IX or X by specific limited protolysis. TF plays a role in normal hemostasis by initiating the cell-surface assembly and propagat,NONE,Blood clotting disorder;Lung injury;Cancer;Sepsis;Thrombosis;Breast tumor;Pneumonia;Respiratory distress syndrome;Inflammation;Angina;Thromboembolism;Unidentified indication;Hemophilia;Cardiovascular disease
1mky_A_cavity_1,9,3.815,0.4239,6,1,2,0,0,0,GTP-binding protein engA,NONE,Q9X1F8,"Posttranslational modification, protein turnover, chaperones",NONE,NONE
2pih_A_cavity_1,10,4.238,0.4238,8,2,0,0,0,0,Uncharacterized protein ymcA,NONE,O31779,NONE,NONE,NONE
1ef1_D_cavity_1,9,3.814,0.4237,5,2,0,0,2,0,Moesin,NONE,P26038,NONE,NONE,NONE
1ztf_A_cavity_1,8,3.388,0.4235,4,1,2,1,0,0,RIO-type serine/threonine-protein kinase Rio1,NONE,O28471,NONE,NONE,NONE
1du2_A_cavity_1,8,3.387,0.4234,3,2,2,1,0,0,DNA polymerase III subunit theta,NONE,P0ABS8,NONE,NONE,NONE
2frx_A_cavity_1,8,3.384,0.423,4,1,2,1,0,0,Ribosomal RNA small subunit methyltransferase F,NONE,P76273,NONE,NONE,NONE
1u6z_B_cavity_2,15,6.338,0.4226,6,2,3,3,1,0,Exopolyphosphatase,NONE,P0AFL8,NONE,NONE,NONE
2vhd_A_cavity_1,9,3.801,0.4223,6,1,2,0,0,0,Cytochrome c551 peroxidase,NONE,P14532,Involved in iron ion binding,NONE,NONE
2fiq_A_cavity_2,8,3.377,0.4221,5,0,1,2,0,0,"D-tagatose-1,6-bisphosphate aldolase subunit gatZ",NONE,Q8X7H4,NONE,NONE,NONE
1gyh_A_cavity_2,12,5.064,0.422,6,1,2,3,0,0,"Endo-a1,5-arabinanase",NONE,P95470,"Involved in hydrolase activity, hydrolyzing O-glycosyl compounds",NONE,NONE
3bd0_C_cavity_1,9,3.798,0.422,5,1,2,0,1,0,Protein MEMO1,NONE,Q9Y316,NONE,NONE,NONE
