From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
GELS_HUMAN,P06396,reviewed,GELS_HUMAN,Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin),GSN,Homo sapiens (Human),782
GSTM1_HUMAN,P09488,reviewed,GSTM1_HUMAN,Glutathione S-transferase Mu 1 (EC 2.5.1.18) (GST HB subunit 4) (GST class-mu 1) (GSTM1-1) (GSTM1a-1a) (GSTM1b-1b) (GTH4),GSTM1 GST1,Homo sapiens (Human),218
KC1G1_HUMAN,Q9HCP0,reviewed,KC1G1_HUMAN,Casein kinase I isoform gamma-1 (CKI-gamma 1) (EC 2.7.11.1),CSNK1G1,Homo sapiens (Human),422
P39890,P39890,reviewed,TCMI_STRGA,Tetracenomycin F2 cyclase (EC 4.2.1.154) (Tetracenomycin polyketide synthesis protein TcmI),tcmI,Streptomyces glaucescens,109
P09792,P09792,reviewed,GST28_SCHMA,Glutathione S-transferase class-mu 28 kDa isozyme (GST 28) (EC 2.5.1.18) (GSH transferase S.m. 1-1) (Protective 28 kDa antigen) (Sm28 antigen) (Sm28GST) (Smp28),GST28 Smp_054160,Schistosoma mansoni (Blood fluke),211
P01579,P01579,reviewed,IFNG_HUMAN,Interferon gamma (IFN-gamma) (Immune interferon),IFNG,Homo sapiens (Human),166
P40233,P40233,reviewed,CKI1_SCHPO,Casein kinase I homolog 1 (EC 2.7.11.1),cki1 SPBC1347.06c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),446
O31474,O31474,reviewed,YCGJ_BACSU,Uncharacterized methyltransferase YcgJ (EC 2.1.1.-),ycgJ BSU03160,Bacillus subtilis (strain 168),253
P00864,P00864,reviewed,CAPP_ECOLI,Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31),ppc glu b3956 JW3928,Escherichia coli (strain K12),883
P54948,P54948,reviewed,PAC_BACSU,Penicillin V acylase (PVA) (EC 3.5.1.11) (BsuPVA) (Penicillin V amidase) (Penicillin amidohydrolase),yxeI BSU39540 LP9A,Bacillus subtilis (strain 168),328
Q9UQ80,Q9UQ80,reviewed,PA2G4_HUMAN,Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1),PA2G4 EBP1,Homo sapiens (Human),394
Q56366,Q56366,reviewed,DPOL_THES9,DNA polymerase (EC 2.7.7.7),pol polA,Thermococcus sp. (strain 9oN-7),775
TOP1_HUMAN,P11387,reviewed,TOP1_HUMAN,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),TOP1,Homo sapiens (Human),765
Q9HYR3,Q9HYR3,reviewed,Y3332_PSEAE,Uncharacterized PhzA/B-like protein PA3332,PA3332,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),141
O27797,O27797,reviewed,IF2B_METTH,Translation initiation factor 2 subunit beta (aIF2-beta) (eIF-2-beta),eif2b MTH_1769,Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum),135
Q0P8G4,Q0P8G4,unreviewed,Q0P8G4_CAMJE,dUTPase (EC 3.6.1.23),dut Cj1451,Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168),229
Q57600,Q57600,reviewed,PURP_METJA,5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase (EC 6.3.4.23) (5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate--formate ligase),purP MJ0136,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),361
Q40778,Q40778,reviewed,C74A2_PARAR,Allene oxide synthase (EC 4.2.1.92) (Cytochrome P450 74A2) (Rubber particle protein) (RPP),CYP74A2 RPP30,Parthenium argentatum (Guayule rubber plant),473
P30460,P01889,reviewed,HLAB_HUMAN,"HLA class I histocompatibility antigen, B alpha chain (Human leukocyte antigen B) (HLA-B)",HLA-B HLAB,Homo sapiens (Human),362
IPSP_HUMAN,P05154,reviewed,IPSP_HUMAN,Plasma serine protease inhibitor (Acrosomal serine protease inhibitor) (Plasminogen activator inhibitor 3) (PAI-3) (PAI3) (Protein C inhibitor) (PCI) (Serpin A5),SERPINA5 PCI PLANH3 PROCI,Homo sapiens (Human),406
P27448,P27448,reviewed,MARK3_HUMAN,MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1) (C-TAK1) (cTAK1) (Cdc25C-associated protein kinase 1) (ELKL motif kinase 2) (EMK-2) (Protein kinase STK10) (Ser/Thr protein kinase PAR-1) (Par-1a) (Serine/threonine-protein kinase p78),MARK3 CTAK1 EMK2,Homo sapiens (Human),753
P04296,P04296,reviewed,DNBI_HHV11,Major DNA-binding protein,DBP ICP8 UL29,Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1),1196
P35505,P35505,reviewed,FAAA_MOUSE,Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase),Fah,Mus musculus (Mouse),419
Q9ZSD6,Q9ZSD6,reviewed,ASPG_LUPLU,Isoaspartyl peptidase/L-asparaginase (LlA) (EC 3.4.19.5) (L-asparagine amidohydrolase) (Potassium-independent L-asparaginase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase subunit alpha; Isoaspartyl peptidase/L-asparaginase subunit beta],,Lupinus luteus (European yellow lupine),325
Q9WUL7,Q9WUL7,reviewed,ARL3_MOUSE,ADP-ribosylation factor-like protein 3,Arl3,Mus musculus (Mouse),182
Q819E8,Q819E8,reviewed,MTNW_BACCR,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase (DK-MTP-1-P enolase) (EC 5.3.2.5) (RuBisCO-like protein) (RLP)",mtnW BC_4036,Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711),414
Q02046,Q02046,reviewed,MTD1_YEAST,Methylenetetrahydrofolate dehydrogenase [NAD(+)] (EC 1.5.1.15),MTD1 YKR080W YKR400,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),320
PUR2_HUMAN,P22102,reviewed,PUR2_HUMAN,Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)],GART PGFT PRGS,Homo sapiens (Human),1010
Q87WW0,Q87WW0,reviewed,CYSD_PSESM,Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT),cysD PSPTO_4433,Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000),305
P02754,P02754,reviewed,LACB_BOVIN,Beta-lactoglobulin (Beta-LG) (allergen Bos d 5),LGB,Bos taurus (Bovine),178
P30101,P30101,reviewed,PDIA3_HUMAN,Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60),PDIA3 ERP57 ERP60 GRP58,Homo sapiens (Human),505
O25836,O25836,reviewed,AMIF_HELPY,Formamidase (EC 3.5.1.49) (Formamide amidohydrolase),amiF HP_1238,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),334
CP51_MYCTU,P9WPP9,reviewed,CP51_MYCTU,Sterol 14alpha-demethylase (EC 1.14.15.36) (CYPLI) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 14-alpha demethylase),cyp51 Rv0764c MTCY369.09c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),451
O57770,O57770,reviewed,Y010_PYRHO,Protein PH0010,PH0010,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),206
CDK6_HUMAN,Q00534,reviewed,CDK6_HUMAN,Cyclin-dependent kinase 6 (EC 2.7.11.22) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE),CDK6 CDKN6,Homo sapiens (Human),326
P37700,P37700,reviewed,GUNG_RUMCH,"Endoglucanase G (EC 3.2.1.4) (Cellulase G) (EGCCG) (Endo-1,4-beta-glucanase G)",celCCG Ccel_0731,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),725
P35670,P35670,reviewed,ATP7B_HUMAN,Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa],ATP7B PWD WC1 WND,Homo sapiens (Human),1465
P19157,P19157,reviewed,GSTP1_MOUSE,Glutathione S-transferase P 1 (Gst P1) (EC 2.5.1.18) (GST YF-YF) (GST class-pi) (GST-piB) (Preadipocyte growth factor),Gstp1 Gstpib,Mus musculus (Mouse),210
P05327,P05327,reviewed,PHR_SYNP6,Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme),phr phrA syc1392_c,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans),484
Q86SR1,Q86SR1,reviewed,GLT10_HUMAN,Polypeptide N-acetylgalactosaminyltransferase 10 (EC 2.4.1.41) (Polypeptide GalNAc transferase 10) (GalNAc-T10) (pp-GaNTase 10) (Protein-UDP acetylgalactosaminyltransferase 10) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 10),GALNT10,Homo sapiens (Human),603
P23904,P23904,reviewed,GUB_PAEMA,"Beta-glucanase (EC 3.2.1.73) (1,3-1,4-beta-D-glucan 4-glucanohydrolase) (Endo-beta-1,3-1,4 glucanase) (Lichenase)",,Paenibacillus macerans (Bacillus macerans),237
P11558,P11558,reviewed,MCRA_METTM,Methyl-coenzyme M reductase I subunit alpha (MCR I alpha) (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase alpha),mcrA MTBMA_c15480,Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum),550
P02751,P02751,reviewed,FINC_HUMAN,Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3],FN1 FN,Homo sapiens (Human),2477
P04191,P04191,reviewed,AT2A1_RABIT,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 7.2.2.10) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",ATP2A1,Oryctolagus cuniculus (Rabbit),1001
P49435,P49435,reviewed,APT1_YEAST,Adenine phosphoribosyltransferase 1 (APRT 1) (EC 2.4.2.7),APT1 YML022W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),187
Q02440,Q02440,reviewed,MYO5A_CHICK,"Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain p190) (Myosin-V)",MYO5A,Gallus gallus (Chicken),1829
P49748,P49748,reviewed,ACADV_HUMAN,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (VLCAD) (EC 1.3.8.9)",ACADVL VLCAD,Homo sapiens (Human),655
P00729,P00729,reviewed,CBPY_YEAST,Carboxypeptidase Y (CPD-Y) (cpY) (EC 3.4.16.5) (Carboxypeptidase YSCY),PRC1 YMR297W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),532
P0AFI0,P0AFI0,reviewed,OXC_ECOLI,Oxalyl-CoA decarboxylase (EC 4.1.1.8),oxc yfdU b2373 JW2370,Escherichia coli (strain K12),564
Q71RI9,Q71RI9,reviewed,KAT3_MOUSE,Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III),Kyat3 Ccbl2 Kat3,Mus musculus (Mouse),455
Q9C8L4,Q9C8L4,reviewed,ETHE1_ARATH,"Persulfide dioxygenase ETHE1 homolog, mitochondrial (EC 1.13.11.18) (Glyoxalase II) (Glx II) (Sulfur dioxygenase ETHE1)",GLY3 At1g53580 F22G10.9 T3F20.11,Arabidopsis thaliana (Mouse-ear cress),294
P04254,P04254,reviewed,HCYA_PANIN,Hemocyanin A chain,,Panulirus interruptus (California spiny lobster) (Palinurus interruptus),657
P05122,P05122,reviewed,KCRB_CHICK,Creatine kinase B-type (EC 2.7.3.2) (B-CK) (Creatine kinase B chain) (Creatine phosphokinase M-type) (CPK-B),CKB,Gallus gallus (Chicken),381
O34873,O34873,reviewed,HMGCL_BACSU,Hydroxymethylglutaryl-CoA lyase YngG (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase),yngG BSU18230,Bacillus subtilis (strain 168),299
P54965,P54965,reviewed,CBH_CLOPE,Bile salt hydrolase/transferase (BSH/T) (Bile acid amine N-acyltransferase) (EC 2.3.1.-) (Bile salt hydrolase) (BSH) (CBAH-1) (Choloylglycine hydrolase) (EC 3.5.1.24) (Conjugated bile acid hydrolase) (CBAH) (EC 3.5.1.-),cbh CPE0709,Clostridium perfringens (strain 13 / Type A),329
Q05329,Q05329,reviewed,DCE2_HUMAN,Glutamate decarboxylase 2 (EC 4.1.1.15) (65 kDa glutamic acid decarboxylase) (GAD-65) (Glutamate decarboxylase 65 kDa isoform),GAD2 GAD65,Homo sapiens (Human),585
Q9RUB5,Q9RUB5,reviewed,DXS_DEIRA,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),dxs DR_1475,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1),629
Q56840,Q56840,reviewed,HCDR1_XANP2,2-(R)-hydroxypropyl-CoM dehydrogenase (R-HPCDH) (EC 1.1.1.268) (2-[(R)-2-hydroxypropylthio]ethanesulfonate dehydrogenase) (Aliphatic epoxide carboxylation component III) (Epoxide carboxylase component III) (RHPCDH1),xecD1 Xaut_4868,Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2),250
Q9VDE6,Q9VDE6,reviewed,EXOC6_DROME,Exocyst complex component 6 (Exocyst complex component Sec15),Sec15 CG7034,Drosophila melanogaster (Fruit fly),766
Q44493,Q44493,reviewed,ALGE4_AZOVI,Mannuronan C5-epimerase AlgE4 (EC 5.1.3.37) (Poly(beta-D-mannuronate) C5 epimerase 4),algE4,Azotobacter vinelandii,553
Q13557,Q13557,reviewed,KCC2D_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17),CAMK2D CAMKD,Homo sapiens (Human),499
P02766,P02766,reviewed,TTHY_HUMAN,Transthyretin (ATTR) (Prealbumin) (TBPA),TTR PALB,Homo sapiens (Human),147
Q969M7,Q969M7,reviewed,UBE2F_HUMAN,NEDD8-conjugating enzyme UBE2F (EC 2.3.2.34) (NEDD8 carrier protein UBE2F) (NEDD8 protein ligase UBE2F) (NEDD8-conjugating enzyme 2) (RING-type E3 NEDD8 transferase UBE2F) (Ubiquitin-conjugating enzyme E2 F),UBE2F NCE2,Homo sapiens (Human),185
Q04724,Q04724,reviewed,TLE1_HUMAN,Transducin-like enhancer protein 1 (E(Sp1) homolog) (Enhancer of split groucho-like protein 1) (ESG1),TLE1,Homo sapiens (Human),770
P77150,P77150,reviewed,PDXY_ECOLI,Pyridoxal kinase PdxY (PL kinase) (EC 2.7.1.35) (Pyridoxal kinase 2) (PL kinase 2),pdxY ydgS b1636 JW1628,Escherichia coli (strain K12),287
P31023,P31023,reviewed,DLDH_PEA,"Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein) (Pyruvate dehydrogenase complex E3 subunit) (E3) (PDC-E3)",LPD,Pisum sativum (Garden pea) (Lathyrus oleraceus),501
METH_HUMAN,Q99707,reviewed,METH_HUMAN,Methionine synthase (MS) (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Cobalamin-dependent methionine synthase) (Vitamin-B12 dependent methionine synthase),MTR,Homo sapiens (Human),1265
Q8SR45,Q8SR45,reviewed,MAP2_ENCCU,Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M),MAP2 ECU10_0750,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),358
P11609,P11609,reviewed,CD1D1_MOUSE,Antigen-presenting glycoprotein CD1d1 (CD antigen CD1d.1),Cd1d1 Cd1.1,Mus musculus (Mouse),336
P38383,P38383,reviewed,SECE_THET8,Protein translocase subunit SecE,secE TTHA0249,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),60
Q26241,Q26241,reviewed,NP2_RHOPR,Nitrophorin-2 (NP2) (Prolixin-S),,Rhodnius prolixus (Triatomid bug),202
P24481,P24481,reviewed,PAL1_PETCR,Phenylalanine ammonia-lyase 1 (EC 4.3.1.24),PAL1,Petroselinum crispum (Parsley) (Petroselinum hortense),716
P35219,P35219,reviewed,CAH8_HUMAN,Carbonic anhydrase-related protein (CARP) (Carbonic anhydrase VIII) (CA-VIII),CA8 CALS,Homo sapiens (Human),290
Q844J9,Q844J9,unreviewed,Q844J9_BACTU,Vip2Ac,vip2Ac vip2Ac2,Bacillus thuringiensis,462
P75876,P75876,reviewed,RLMI_ECOLI,Ribosomal RNA large subunit methyltransferase I (EC 2.1.1.191) (23S rRNA m5C1962 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RlmI),rlmI yccW b0967 JW5898,Escherichia coli (strain K12),396
P90551,P90551,reviewed,GPDA_LEIME,"Glycerol-3-phosphate dehydrogenase [NAD(+)], glycosomal (EC 1.1.1.8)",GPD,Leishmania mexicana,366
Q9WZY3,Q9WZY3,reviewed,METAA_THEMA,Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (HTS-like HTA) (Homoserine transacetylase) (HTA),metAA metA TM_0881,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),304
Q746I8,Q746I8,reviewed,IDI2_THET2,Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2),fni TT_P0067,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),332
P0C0L2,P0C0L2,reviewed,OSMC_ECOLI,Peroxiredoxin OsmC (EC 1.11.1.-) (Osmotically-inducible protein C),osmC b1482 JW1477,Escherichia coli (strain K12),143
P10384,P10384,reviewed,FADL_ECOLI,Long-chain fatty acid transport protein (Outer membrane FadL protein) (Outer membrane flp protein),fadL ttr b2344 JW2341,Escherichia coli (strain K12),446
P43478,P43478,reviewed,CGKA_PSEVC,Kappa-carrageenase (EC 3.2.1.83),cgkA,Pseudoalteromonas carrageenovora (Alteromonas carrageenovora),397
Q9M015,Q9M015,reviewed,Y5161_ARATH,Uncharacterized protein At5g01610,At5g01610 F7A7.130,Arabidopsis thaliana (Mouse-ear cress),170
O14529,O14529,reviewed,CUX2_HUMAN,Homeobox protein cut-like 2 (Homeobox protein cux-2),CUX2 CUTL2 KIAA0293,Homo sapiens (Human),1486
CEL_HUMAN,P19835,reviewed,CEL_HUMAN,Bile salt-activated lipase (BAL) (EC 3.1.1.13) (EC 3.1.1.3) (EC 3.1.1.6) (Bile salt-stimulated lipase) (BSSL) (Bucelipase) (Carboxyl ester lipase) (Cholesterol esterase) (Pancreatic lysophospholipase) (Sterol esterase),CEL BAL,Homo sapiens (Human),753
P94954,P94954,reviewed,MCH_METKA,Methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27) (Methenyl-H4MPT cyclohydrolase),mch MK0625,Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938),316
UROK_HUMAN,P00749,reviewed,UROK_HUMAN,Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B],PLAU,Homo sapiens (Human),431
Q6P589,Q6P589,reviewed,TP8L2_HUMAN,Tumor necrosis factor alpha-induced protein 8-like protein 2 (TIPE2) (TNF alpha-induced protein 8-like protein 2) (TNFAIP8-like protein 2) (Inflammation factor protein 20),TNFAIP8L2,Homo sapiens (Human),184
ALK_HUMAN,Q9UM73,reviewed,ALK_HUMAN,ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246),ALK,Homo sapiens (Human),1620
P27099,P27099,reviewed,TCBD_PSESQ,Chloromuconate cycloisomerase (EC 5.5.1.7) (Muconate cycloisomerase II),tcbD,Pseudomonas sp. (strain P51),370
P28316,P28316,reviewed,GLB_ASCSU,Extracellular globin,,Ascaris suum (Pig roundworm) (Ascaris lumbricoides),338
P38502,P38502,reviewed,ACKA_METTE,Acetate kinase (EC 2.7.2.1) (Acetokinase),ackA ack,Methanosarcina thermophila,408
P07061,P07061,reviewed,NYLB_PAEUR,6-aminohexanoate-dimer hydrolase (EC 3.5.1.46) (6-aminohexanoic acid linear oligomer hydrolase) (Nylon oligomers-degrading enzyme EII),nylB,Paenarthrobacter ureafaciens,392
P02692,P02692,reviewed,FABPL_RAT,"Fatty acid-binding protein, liver (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP) (Squalene- and sterol-carrier protein) (SCP) (Z-protein) (p14)",Fabp1,Rattus norvegicus (Rat),127
P15807,P15807,reviewed,MET8_YEAST,Siroheme biosynthesis protein MET8 [Includes: Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)],MET8 YBR213W YBR1461,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),274
P07773,P07773,reviewed,CATA_ACIAD,"Catechol 1,2-dioxygenase (EC 1.13.11.1) (1,2-CTD)",catA ACIAD1442,Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),311
P20058,P20058,reviewed,HEMO_RABIT,Hemopexin,HPX,Oryctolagus cuniculus (Rabbit),460
Q96329,Q96329,reviewed,ACOX4_ARATH,"Acyl-coenzyme A oxidase 4, peroxisomal (AOX 4) (EC 1.3.3.6) (G6p) (Short-chain acyl-CoA oxidase) (AtCX4) (AtG6) (SAOX)",ACX4 G6 At3g51840 ATEM1.9,Arabidopsis thaliana (Mouse-ear cress),436
P22266,P22266,reviewed,ESTA_STRSC,Esterase (EC 3.1.1.-),estA,Streptomyces scabiei,345
P30233,P30233,reviewed,2SS2_CAPMA,Sweet protein mabinlin-2 (Mabinlin II) (MAB II) [Cleaved into: Sweet protein mabinlin-2 chain A; Sweet protein mabinlin-2 chain B],,Capparis masaikai (Mabinlang),155
P54563,P54563,reviewed,YQJZ_BACSU,Uncharacterized protein YqjZ,yqjZ BSU23680,Bacillus subtilis (strain 168),114
ARHG1_HUMAN,Q92888,reviewed,ARHG1_HUMAN,Rho guanine nucleotide exchange factor 1 (115 kDa guanine nucleotide exchange factor) (p115-RhoGEF) (p115RhoGEF) (Sub1.5),ARHGEF1,Homo sapiens (Human),912
P21338,P21338,reviewed,RNI_ECOLI,Ribonuclease I (RNase I) (EC 4.6.1.21) (Enterobacter ribonuclease),rna rnsA b0611 JW0603,Escherichia coli (strain K12),268
P00433,P00433,reviewed,PER1A_ARMRU,Peroxidase C1A (EC 1.11.1.7),PRXC1A HPRC1,Armoracia rusticana (Horseradish) (Armoracia laphatifolia),353
P45510,P45510,reviewed,DHAK_CITFR,Dihydroxyacetone kinase (DHA kinase) (EC 2.7.1.29) (Glycerone kinase),dhaK,Citrobacter freundii,552
P31800,P31800,reviewed,QCR1_BOVIN,"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)",UQCRC1,Bos taurus (Bovine),480
Q14894,Q14894,reviewed,CRYM_HUMAN,Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein),CRYM THBP,Homo sapiens (Human),314
Q8CI96,Q8CI96,reviewed,CLIP4_MOUSE,CAP-Gly domain-containing linker protein 4 (Restin-like protein 2),Clip4 Rsnl2,Mus musculus (Mouse),704
Q81EW9,Q81EW9,unreviewed,Q81EW9_BACCR,Nitroreductase family protein,BC_1844,Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711),200
VEGFA_HUMAN,P15692,reviewed,VEGFA_HUMAN,"Vascular endothelial growth factor A, long form (L-VEGF) (Vascular permeability factor) (VPF) [Cleaved into: N-VEGF; VEGFA]",VEGFA VEGF,Homo sapiens (Human),395
P18548,P18548,reviewed,CEFE_STRCL,Deacetoxycephalosporin C synthase (DAOCS) (EC 1.14.20.1) (Expandase),cefE,Streptomyces clavuligerus,311
Q06174,Q06174,reviewed,EST_GEOSE,Carboxylesterase (EC 3.1.1.1),est est30,Geobacillus stearothermophilus (Bacillus stearothermophilus),246
P11746,P11746,reviewed,MCM1_YEAST,Pheromone receptor transcription factor (GRM/PRTF protein),MCM1 FUN80 YMR043W YM9532.08,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),286
P47075,P47075,reviewed,VTC4_YEAST,Vacuolar transporter chaperone complex subunit 4 (Phosphate metabolism protein 3) (Polyphosphate kinase) (SPX-dependent polyphosphate polymerase VTC subunit 4) (Vacuolar membrane polyphosphate polymerase catalytic subunit) (PolyP polymerase) (EC 2.7.4.1),VTC4 PHM3 YJL012C J1345,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),721
Q9BV79,Q9BV79,reviewed,MECR_HUMAN,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial (EC 1.3.1.104) (2-enoyl thioester reductase) (Nuclear receptor-binding factor 1) (HsNrbf-1) (NRBF-1)",MECR NBRF1 CGI-63,Homo sapiens (Human),373
O33830,O33830,reviewed,AGLA_THEMA,Alpha-glucosidase (EC 3.2.1.20) (Maltase),aglA TM_1834,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),480
Q834P5,Q834P5,unreviewed,Q834P5_ENTFA,Catalase (EC 1.11.1.6),katA EF_1597,Enterococcus faecalis (strain ATCC 700802 / V583),478
