Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease
1jxh_A_cavity_1,11,2.926,0.266,6,2,2,1,0,0,Phosphomethylpyrimidine kinase,NONE,P55882,Coenzyme transport and metabolism,NONE
2q28_B_cavity_1,18,4.784,0.2658,5,3,4,6,0,0,Probable oxalyl-CoA decarboxylase,NONE,P0AFI0,NONE,NONE
2res_A_cavity_1,11,2.921,0.2656,7,2,1,0,1,0,Multifunctional cyclase-dehydratase-3-O-methyl transferase tcmN,NONE,P16559,NONE,NONE
1msw_D_cavity_6,10,2.656,0.2656,7,1,1,1,0,0,DNA-directed RNA polymerase,NONE,P00573,NONE,NONE
2kf2_A_cavity_1,9,2.39,0.2656,4,1,3,1,0,0,Putative polyketide cyclase,NONE,P23154,NONE,NONE
1b9b_B_cavity_1,9,2.383,0.2648,4,2,1,1,1,0,Bifunctional PGK/TIM,NONE,P36204,Carbohydrate transport and metabolism,NONE
2a2f_X_cavity_1,10,2.647,0.2647,8,1,1,0,0,0,Exocyst complex component 6,NONE,Q9VDE6,NONE,NONE
1n0z_A_cavity_1,10,2.646,0.2646,6,1,3,0,0,0,Zinc finger Ran-binding domain-containing protein 2,NONE,O95218,NONE,NONE
1e1h_D_cavity_1,9,2.382,0.2646,5,2,2,0,0,0,Botulinum neurotoxin type A,NONE,Q45894,NONE,NONE
1nox_A_cavity_1,8,2.115,0.2644,7,1,0,0,0,0,NADH dehydrogenase,NONE,Q60049,Involved in oxidoreductase activity,NONE
2olc_B_cavity_1,12,3.167,0.2639,5,1,3,2,1,0,Methylthioribose kinase,NONE,O31663,NONE,NONE
1fiy_A_cavity_4,10,2.638,0.2638,5,1,0,1,3,0,Phosphoenolpyruvate carboxylase,NONE,P00864,Energy production and conversion,NONE
3mde_A_cavity_1,11,2.901,0.2637,8,3,0,0,0,0,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",NONE,P41367,Lipid transport and metabolism,NONE
1eik_A_cavity_1,11,2.898,0.2635,6,3,1,0,1,0,DNA-directed RNA polymerase subunit H,NONE,O27122,NONE,NONE
2c0g_B_cavity_1,9,2.371,0.2634,7,1,1,0,0,0,Protein windbeutel,NONE,O44342,NONE,NONE
1luf_A_cavity_2,11,2.896,0.2633,4,1,4,1,1,0,"Muscle, skeletal receptor tyrosine protein kinase",NONE,Q62838,NONE,NONE
1nff_A_cavity_2,12,3.159,0.2632,7,3,1,1,0,0,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase,NONE,P69167,Lipid transport and metabolism,NONE
2phl_B_cavity_1,10,2.631,0.2631,9,1,0,0,0,0,"Phaseolin, beta-type",NONE,P02853,NONE,NONE
2a8m_B_cavity_1,10,2.629,0.2629,4,2,3,0,1,0,Threonine aspartase 1,NONE,Q9H6P5,NONE,NONE
1qh4_C_cavity_2,15,3.943,0.2628,5,4,2,1,3,0,Creatine kinase B-type,NONE,P05122,Involved in kinase activity,NONE
3d8b_B_cavity_1,9,2.359,0.2622,5,3,0,1,0,0,Fidgetin-like protein 1,NONE,Q6PIW4,NONE,NONE
1e0y_B_cavity_1,10,2.62,0.262,4,1,3,1,1,0,Vanillyl-alcohol oxidase,NONE,P56216,Energy production and conversion,NONE
3cww_A_cavity_2,15,3.928,0.2619,7,3,3,2,0,0,Insulin-degrading enzyme,NONE,P14735,NONE,NONE
1ed3_A_cavity_2,10,2.619,0.2619,7,1,2,0,0,0,"RT1 class I histocompatibility antigen, AA alpha chain",NONE,P16391,NONE,NONE
1cyd_C_cavity_1,11,2.878,0.2616,6,3,2,0,0,0,Lung carbonyl reductase [NADPH],NONE,P08074,Involved in oxidoreductase activity,NONE
1ljr_A_cavity_1,12,3.138,0.2615,4,3,1,1,3,0,Glutathione S-transferase theta-2,TRANSFERASE,GSTT2_HUMAN,Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles. Has a sulfatase activity.,NONE
1tuz_A_cavity_1,11,2.877,0.2615,8,3,0,0,0,0,Diacylglycerol kinase alpha,TRANSFERASE,DGKA_HUMAN,"Upon cell stimulation converts the second messenger diacylglycerol into phosphatidate, initiating the resynthesis of phosphatidylinositols and attenuating protein kinase C activity.",NONE
1hi9_C_cavity_1,11,2.876,0.2614,5,0,3,3,0,0,D-aminopeptidase,NONE,P26902,NONE,NONE
1q23_H_cavity_3,11,2.872,0.2611,6,2,3,0,0,0,Chloramphenicol acetyltransferase,NONE,P62580,Involved in chloramphenicol O-acetyltransferase activity,NONE
1rwt_F_cavity_3,10,2.611,0.2611,7,0,2,1,0,0,"Chlorophyll a-b binding protein, chloroplast",NONE,P12333,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated",NONE
2yuc_A_cavity_1,8,2.089,0.2611,5,1,2,0,0,0,TNF receptor-associated factor 4,SIGNALING PROTEIN,TRAF4_HUMAN,Adapter protein and signal transducer that links members of the tumor necrosis factor receptor family to different signaling pathways by association with the receptor cytoplasmic domain and kinases. Seems to mediate activation of NF-kappa-B and JNK and se,NONE
2bbu_A_cavity_2,11,2.868,0.2608,7,2,0,0,2,0,Suppressor of cytokine signaling 3,NONE,O35718,NONE,NONE
2vwt_A_cavity_1,9,2.347,0.2608,6,2,0,0,1,0,2-keto-3-deoxy-L-rhamnonate aldolase,NONE,P76469,NONE,NONE
1ezr_B_cavity_1,15,3.905,0.2604,7,2,3,3,0,0,Inosine-uridine preferring nucleoside hydrolase,NONE,P83851,NONE,NONE
1u3i_A_cavity_1,11,2.865,0.2604,8,1,1,1,0,0,Glutathione S-transferase class-mu 28 kDa isozyme,NONE,P09792,NONE,NONE
2pe4_A_cavity_1,11,2.863,0.2603,4,1,4,2,0,0,Hyaluronidase-1,HYDROLASE,HYAL1_HUMAN,May have a role in promoting tumor progression. May block the TGFB1-enhanced cell growth.,"Defects in HYAL1 are the cause of mucopolysaccharidosis type 9 (MPS9) [MIM:601492]; also called hyaluronidase deficiency. MPS9 is a lysosomal storage disease characterized by high hyaluronan (HA) concentration in the serum. The clinical features are periarticular soft tissue masses, mild short stature and acetabular erosions, and absence of neurological or visceral involvement."
3d5t_A_cavity_1,13,3.383,0.2602,6,2,1,2,2,0,Malate dehydrogenase,NONE,Q3JKE9,NONE,NONE
2a6n_B_cavity_2,9,2.342,0.2602,6,0,2,1,0,0,Dihydrodipicolinate synthase,NONE,P0A6L2,NONE,NONE
2dtn_B_cavity_1,10,2.601,0.2601,6,2,2,0,0,0,Undecaprenyl pyrophosphate synthetase,NONE,P55984,NONE,NONE
1dmu_A_cavity_1,11,2.859,0.2599,9,2,0,0,0,0,Type-2 restriction enzyme BglI,NONE,O68557,NONE,NONE
1bjj_D_cavity_1,11,2.857,0.2597,7,0,3,1,0,0,"Phospholipase A2, neutral",NONE,P14421,NONE,NONE
1cq4_A_cavity_1,10,2.595,0.2595,7,2,1,0,0,0,Subtilisin-chymotrypsin inhibitor-2A,NONE,P01053,NONE,NONE
2oqc_A_cavity_1,13,3.372,0.2594,6,3,1,1,2,0,Uncharacterized protein yxeI,NONE,P54948,NONE,NONE
1w88_A_cavity_1,11,2.853,0.2594,6,2,3,0,0,0,Pyruvate dehydrogenase E1 component subunit alpha,NONE,P21873,NONE,NONE
2ds2_D_cavity_1,11,2.853,0.2594,8,2,1,0,0,0,Sweet protein mabinlin-2,NONE,P30233,NONE,NONE
2h0v_B_cavity_1,12,3.112,0.2593,5,2,2,1,2,0,"Quercetin 2,3-dioxygenase",NONE,P42106,NONE,NONE
2r1h_A_cavity_1,11,2.852,0.2593,7,1,1,0,2,0,Hemoglobin subunit alpha-4,NONE,P14527,NONE,NONE
2c3q_C_cavity_1,12,3.111,0.2592,5,3,2,1,1,0,Glutathione S-transferase theta-1,NONE,P30711,NONE,NONE
1yw6_B_cavity_1,11,2.851,0.2592,5,2,2,1,1,0,Succinylglutamate desuccinylase,NONE,P76215,NONE,NONE
2iv0_A_cavity_1,10,2.591,0.2591,8,2,0,0,0,0,Isocitrate dehydrogenase [NADP],NONE,O29610,NONE,NONE
3e4e_A_cavity_5,10,2.588,0.2588,7,2,1,0,0,0,Cytochrome P450 2E1,OXIDOREDUCTASE,CP2E1_HUMAN,"Metabolizes several precarcinogens, drugs, and solvents to reactive metabolites. Inactivates a number of drugs and xenobiotics and also bioactivates many xenobiotic substrates to their hepatotoxic or carcinogenic forms.",NONE
1k8i_B_cavity_1,11,2.846,0.2587,7,1,2,1,0,0,"Class II histocompatibility antigen, M alpha chain",NONE,P28078,NONE,NONE
1a4m_C_cavity_2,11,2.845,0.2586,4,2,1,2,2,0,Adenosine deaminase,NONE,P03958,Nucleotide transport and metabolism,NONE
3cao_A_cavity_1,11,2.842,0.2584,8,2,1,0,0,0,Acidic cytochrome c3,NONE,P94690,Involved in iron ion binding,NONE
3ge1_B_cavity_1,11,2.842,0.2584,7,3,1,0,0,0,Glycerol kinase,NONE,Q5HGD2,NONE,NONE
1jsu_C_cavity_1,11,2.837,0.2579,8,1,1,0,1,0,Cyclin-A2,COMPLEX (TRANSFERASE/CYCLIN/INHIBITOR),CCNA2_HUMAN,Essential for the control of the cell cycle at the G1/S (start) and the G2/M (mitosis) transitions.,NONE
1qsj_C_cavity_1,10,2.576,0.2576,7,1,1,0,1,0,Complement C3,NONE,P01026,Involved in endopeptidase inhibitor activity,NONE
3b5k_A_cavity_2,11,2.832,0.2575,9,0,2,0,0,0,Interleukin-5,NONE,P04401,NONE,NONE
2z6d_B_cavity_1,8,2.06,0.2575,4,3,1,0,0,0,Phototropin-2,NONE,P93025,NONE,NONE
1ef1_D_cavity_1,9,2.314,0.2572,5,2,0,0,2,0,Moesin,NONE,P26038,NONE,NONE
1pd2_1_cavity_1,10,2.567,0.2567,8,1,1,0,0,0,Glutathione-requiring prostaglandin D synthase,NONE,O35543,"Bifunctional enzyme which catalyzes both the conversion of PGH2 to PGD2, a prostaglandin involved in smooth muscle contraction/relaxation and a potent inhibitor of platelet aggregation, and the conjugation of glutathione with a wide range of aryl halides and organic isothiocyanates. Also exhibits low glutathione-peroxidase activity towards cumene hydroperoxide.",NONE
1lqa_A_cavity_1,14,3.593,0.2566,5,2,3,3,1,0,Protein tas,NONE,P0A9T4,NONE,NONE
1dtz_A_cavity_4,11,2.819,0.2563,5,3,3,0,0,0,Lactotransferrin,NONE,Q9TUM0,NONE,NONE
1kuv_A_cavity_1,11,2.818,0.2562,8,1,0,2,0,0,Serotonin N-acetyltransferase,NONE,Q29495,Transcription,NONE
3don_A_cavity_1,11,2.818,0.2562,9,1,0,1,0,0,Shikimate dehydrogenase,NONE,Q5HNV1,NONE,NONE
1i19_A_cavity_1,11,2.817,0.2561,6,2,2,1,0,0,Oxidoreductase,NONE,Q7SID9,Involved in oxidoreductase activity,NONE
2hw5_A_cavity_1,11,2.817,0.2561,6,1,3,1,0,0,"Enoyl-CoA hydratase, mitochondrial",NONE,P30084,NONE,NONE
2pmi_C_cavity_1,11,2.817,0.2561,5,2,3,1,0,0,Cyclin-dependent protein kinase PHO85,NONE,P17157,NONE,NONE
1sgo_A_cavity_1,11,2.815,0.2559,6,1,3,1,0,0,GSK3-beta interaction protein,NONE,Q9P0R6,NONE,NONE
1z7w_A_cavity_1,11,2.804,0.2549,8,2,1,0,0,0,Cysteine synthase,NONE,P47998,NONE,NONE
3cio_A_cavity_1,11,2.801,0.2547,6,1,2,2,0,0,Tyrosine-protein kinase etk,NONE,P58764,NONE,NONE
1eye_A_cavity_1,15,3.809,0.2539,5,2,3,4,1,0,Dihydropteroate synthase 1,NONE,P0A578,Coenzyme transport and metabolism,NONE
1v87_A_cavity_1,11,2.791,0.2537,6,3,2,0,0,0,Protein deltex-2,NONE,Q8R3P2,NONE,NONE
2zfd_A_cavity_1,11,2.791,0.2537,8,0,2,1,0,0,Calcineurin B-like protein 2,NONE,Q8LAS7,NONE,NONE
2bii_A_cavity_1,9,2.284,0.2537,5,3,1,0,0,0,Nitrate reductase [NADPH],NONE,P49050,NONE,NONE
2c0h_A_cavity_1,11,2.79,0.2536,4,1,3,3,0,0,"Mannan endo-1,4-beta-mannosidase",NONE,Q8WPJ2,NONE,NONE
1tyb_E_cavity_1,11,2.789,0.2536,5,0,4,1,1,0,Tyrosyl-tRNA synthetase,NONE,P00952,NONE,NONE
2zpi_A_cavity_1,11,2.788,0.2535,9,1,0,0,1,0,Nitrile hydratase subunit alpha,NONE,P13448,NONE,NONE
3bb0_A_cavity_4,12,3.036,0.253,8,2,0,2,0,0,Vanadium chloroperoxidase,NONE,P49053,NONE,NONE
2yqj_B_cavity_1,10,2.529,0.2529,6,1,2,1,0,0,UDP-N-acetylglucosamine pyrophosphorylase,NONE,O74933,NONE,NONE
2z7r_A_cavity_1,10,2.525,0.2525,7,0,3,0,0,0,Ribosomal protein S6 kinase alpha-1,NONE,Q15418,NONE,NONE
3ff6_D_cavity_6,11,2.777,0.2524,6,1,2,2,0,0,Acetyl-CoA carboxylase 2,NONE,O00763,NONE,NONE
1vi9_A_cavity_2,11,2.774,0.2522,5,1,3,1,1,0,Pyridoxamine kinase,NONE,P77150,Coenzyme transport and metabolism,NONE
1iy9_B_cavity_1,14,3.53,0.2521,6,0,5,3,0,0,Spermidine synthase,NONE,P70998,NONE,NONE
2qpt_A_cavity_1,11,2.773,0.2521,5,2,2,2,0,0,EH domain-containing protein 2,NONE,Q8BH64,NONE,NONE
2i4j_A_cavity_2,13,3.275,0.2519,7,3,1,1,1,0,Peroxisome proliferator-activated receptor gamma,TRANSCRIPTION,PPARG_HUMAN,"Receptor that binds peroxisome proliferators such as hypolipidemic drugs and fatty acids. Once activated by a ligand, the receptor binds to a promoter element in the gene for acyl-CoA oxidase and activates its transcription. It therefore controls the pero","Defects in PPARG can lead to type 2 insulin-resistant diabetes and hyptertension.;Defects in PPARG may be associated with susceptibility to obesity [MIM:601665].;Defects in PPARG may be associated with colon cancer.;Defects in PPARG are the cause of familial partial lipodystrophy type 3 (FPLD3) [MIM:604367]. Familial partial lipodystrophies (FPLD) are a heterogeneous group of genetic disorders characterized by marked loss of subcutaneous (sc) fat from the extremities. Affected individuals show an increased preponderance of insulin resistance, diabetes mellitus and dyslipidemia.;Variation in PPARG is associated with carotid intimal medial thickness 1 (CIMT1) [MIM:609338]. CIMT is a measure of atherosclerosis that is independently associated with traditional atherosclerotic cardiovascular disease risk factors and coronary atherosclerotic burden. 35 to 45% of the variability in multivariable-adjusted CIMT is explained by genetic factors."
3ba8_A_cavity_3,11,2.766,0.2515,5,2,1,3,0,0,DNA ligase,NONE,Q837V6,Involved in DNA ligase (NAD+) activity,NONE
1r4m_D_cavity_2,8,2.012,0.2515,6,0,2,0,0,0,NEDD8-activating enzyme E1 regulatory subunit,CELL CYCLE,ULA1_HUMAN,"Regulatory subunit of the dimeric UBA3-NAE1 E1 enzyme. E1 activates NEDD8 by first adenylating its C-terminal glycine residue with ATP, thereafter linking this residue to the side chain of the catalytic cysteine, yielding a NEDD8-UBA3 thioester and free A",NONE
2ggk_D_cavity_1,9,2.261,0.2512,6,1,1,0,1,0,N-carbamoyl-D-amino acid hydrolase,NONE,Q44185,NONE,NONE
1zun_B_cavity_4,11,2.762,0.2511,9,1,0,0,1,0,Sulfate adenylyltransferase subunit 2,NONE,Q87WW0,NONE,NONE
3bw7_A_cavity_2,9,2.26,0.2511,6,1,1,1,0,0,Cytokinin dehydrogenase 1,NONE,Q9T0N8,Involved in oxidoreductase activity,NONE
1qkl_A_cavity_1,10,2.51,0.251,7,2,1,0,0,0,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",NONE,P61218,NONE,NONE
2fmc_A_cavity_1,11,2.755,0.2505,6,1,4,0,0,0,Hydrophobin,NONE,Q04571,NONE,NONE
2ffh_B_cavity_1,11,2.755,0.2504,9,1,1,0,0,0,Signal recognition particle protein,NONE,O07347,"Intracellular trafficking, secretion, and vesicular transport",NONE
1dp4_A_cavity_1,11,2.752,0.2501,6,2,2,0,1,0,Atrial natriuretic peptide receptor A,NONE,P18910,NONE,NONE
1us7_B_cavity_1,11,2.751,0.2501,6,2,2,1,0,0,ATP-dependent molecular chaperone HSP82,NONE,P02829,"Posttranslational modification, protein turnover, chaperones",NONE
1kru_A_cavity_1,11,2.747,0.2497,7,1,3,0,0,0,Galactoside O-acetyltransferase,NONE,P07464,Carbohydrate transport and metabolism,NONE
2a7s_A_cavity_1,10,2.497,0.2497,5,2,3,0,0,0,Probable propionyl-CoA carboxylase beta chain 5,NONE,P96885,NONE,NONE
1uek_A_cavity_1,11,2.743,0.2494,5,3,2,1,0,0,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,NONE,P83700,NONE,NONE
2azo_B_cavity_1,11,2.74,0.2491,5,2,3,0,1,0,DNA mismatch repair protein mutH,NONE,P06722,Involved in endonuclease activity,NONE
2w4o_A_cavity_3,11,2.737,0.2488,5,0,4,2,0,0,Calcium/calmodulin-dependent protein kinase type IV,NONE,Q16566,NONE,NONE
3fsl_F_cavity_2,9,2.239,0.2488,6,2,0,1,0,0,Aromatic-amino-acid aminotransferase,NONE,P04693,NONE,NONE
1w28_A_cavity_1,14,3.481,0.2486,11,2,0,0,1,0,Deacetoxycephalosporin C synthetase,NONE,P18548,Involved in iron ion binding,NONE
1m56_G_cavity_1,11,2.734,0.2485,9,0,2,0,0,0,Cytochrome c oxidase subunit 1,NONE,P33517,NONE,NONE
2d0j_D_cavity_1,11,2.733,0.2485,5,3,1,2,0,0,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2,TRANSFERASE,B3GA2_HUMAN,Involved in the biosynthesis of L2/HNK-1 carbohydrate epitope on both glycolipids and glycoproteins (By similarity).,NONE
1dz3_A_cavity_1,11,2.733,0.2484,6,1,3,1,0,0,Stage 0 sporulation protein A,NONE,P52934,Involved in two-component response regulator activity,NONE
1aii_A_cavity_1,11,2.731,0.2482,6,3,2,0,0,0,Annexin A3,CALCIUM/PHOSPHOLIPID BINDING PROTEIN,ANXA3_HUMAN,"Inhibitor of phospholipase A2, also possesses anti- coagulant properties. Also cleaves the cyclic bond of inositol 1,2-cyclic phosphate to form inositol 1-phosphate.",NONE
2d7r_A_cavity_3,11,2.729,0.2481,6,1,2,1,1,0,Polypeptide N-acetylgalactosaminyltransferase 10,NONE,Q86SR1,NONE,NONE
1lld_A_cavity_1,10,2.481,0.2481,5,3,1,1,0,0,L-lactate dehydrogenase 2,NONE,P19869,"Involved in oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",NONE
1he4_A_cavity_1,10,2.479,0.2479,5,2,2,0,1,0,Flavin reductase,NONE,P30043,Cell wall/membrane/envelope biogenesis,NONE
1q6h_A_cavity_1,12,2.969,0.2474,11,1,0,0,0,0,FKBP-type peptidyl-prolyl cis-trans isomerase fkpA,ISOMERASE,FKBA_ECOLI,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides.,NONE
1umy_B_cavity_1,12,2.967,0.2473,7,1,3,1,0,0,Betaine--homocysteine S-methyltransferase 1,NONE,O09171,Involved in homocysteine S-methyltransferase activity,NONE
2pvs_B_cavity_2,12,2.966,0.2472,6,3,1,2,0,0,Pancreatic lipase-related protein 2,NONE,P54317,NONE,NONE
1jnd_A_cavity_1,12,2.962,0.2468,6,1,2,0,3,0,Chitinase-like protein Idgf2,NONE,Q9V3D4,Involved in nutrient reservoir activity,NONE
1yq9_H_cavity_1,11,2.714,0.2468,4,3,4,0,0,0,Periplasmic [NiFe] hydrogenase small subunit,NONE,P12943,NONE,NONE
3b4r_B_cavity_1,10,2.468,0.2468,9,1,0,0,0,0,Zinc metalloprotease MJ0392,NONE,Q57837,NONE,NONE
1gx3_A_cavity_1,11,2.713,0.2467,8,2,1,0,0,0,Arylamine N-acetyltransferase,TRANSFERASE,NAT_MYCSM,"Could have a role in acetylating, and hence inactivating, the antitubercular drug isoniazid.",NONE
1g5i_D_cavity_1,15,3.697,0.2464,7,3,2,2,1,0,"DNA polymerase subunit gamma-2, mitochondrial",NONE,Q9QZM2,NONE,NONE
1ash_A_cavity_1,10,2.463,0.2463,5,2,1,0,2,0,Extracellular globin,NONE,P28316,NONE,NONE
2b7y_C_cavity_1,13,3.198,0.246,10,2,1,0,0,0,Favin,NONE,P02871,NONE,NONE
1pgj_B_cavity_3,12,2.953,0.246,6,4,2,0,0,0,"6-phosphogluconate dehydrogenase, decarboxylating",NONE,P31072,NONE,NONE
1h55_A_cavity_1,11,2.703,0.2457,5,1,2,0,3,0,Peroxidase C1A,NONE,P00433,Involved in peroxidase activity,NONE
1tlt_A_cavity_1,11,2.702,0.2457,3,1,3,2,2,0,Virulence factor mviM homolog,NONE,P75931,NONE,NONE
1szp_B_cavity_1,11,2.7,0.2454,6,1,3,1,0,0,DNA repair protein RAD51,NONE,P25454,NONE,NONE
1icr_A_cavity_1,11,2.699,0.2454,8,2,0,0,1,0,Oxygen-insensitive NAD(P)H nitroreductase,NONE,P38489,Energy production and conversion,NONE
3b8c_B_cavity_3,10,2.453,0.2453,4,1,4,1,0,0,"ATPase 2, plasma membrane-type",NONE,P19456,NONE,NONE
1lwd_A_cavity_2,16,3.916,0.2448,7,1,4,4,0,0,"Isocitrate dehydrogenase [NADP], mitochondrial",NONE,P33198,Energy production and conversion,NONE
1n8y_C_cavity_6,9,2.203,0.2448,4,1,3,1,0,0,Receptor tyrosine-protein kinase erbB-2,NONE,P06494,NONE,NONE
1ydu_A_cavity_1,12,2.932,0.2444,6,2,2,0,2,0,Uncharacterized protein At5g01610,NONE,Q9M015,NONE,NONE
2pt5_C_cavity_1,11,2.688,0.2444,7,2,0,1,1,0,Shikimate kinase,NONE,O67925,NONE,NONE
2o2k_A_cavity_2,11,2.687,0.2443,5,1,3,1,1,0,Methionine synthase,TRANSFERASE,METH_HUMAN,"Catalyzes the transfer of a methyl group from methyl- cobalamin to homocysteine, yielding enzyme-bound cob(I)alamin and methionine. Subsequently, remethylates the cofactor using methyltetrahydrofolate (By similarity).","Defects in MTR are the cause of methylcobalamin deficiency type G (cblG) [MIM:250940]; also known as homocystinuria-megaloblastic anemia complementation type G. It is an autosomal recessive inherited disease that causes mental retardation, macrocytic anemia, and homocystinuria. Mild deficiency in MS activity could be associated with mild hyperhomocysteinemia, a risk factor for cardiovascular disease and possibly neural tube defects. MS mutations could also be involved in tumorigenesis.;Defects in MTR may be a cause of susceptibility to folate-sensitive neural tube defects (folate-sensitive NTD) [MIM:601634]. The most common NTDs are open spina bifida (myelomeningocele) and anencephaly. Genetic defects in MTR may affect the risk of spina bifida via the maternal rather than the embryonic genotype."
1v0f_A_cavity_5,10,2.44,0.244,7,2,1,0,0,0,Endo-N-acetylneuraminidase,NONE,Q04830,Involved in endo-alpha-sialidase activity,NONE
2vfq_A_cavity_2,11,2.682,0.2438,5,1,3,2,0,0,Bifunctional tail protein,NONE,P12528,"Non-covalently bound to the neck of the phage capsid and essential for phage adsorption to the bacterial host. It displays endorhamnosidase enzymatic activity, hydrolyzing the alpha-1,3-O- glycosidic linkage between rhamnose and galactose of the O-antigen polysaccharide",NONE
2joz_A_cavity_1,11,2.679,0.2435,7,2,0,1,1,0,Uncharacterized protein yxeF,NONE,P54945,NONE,NONE
2z1s_A_cavity_1,12,2.92,0.2433,4,2,2,3,1,0,Beta-glucosidase B,NONE,P22505,NONE,NONE
1w7k_A_cavity_2,10,2.431,0.2431,5,2,3,0,0,0,Bifunctional protein folC,SYNTHASE,FOLC_ECOLI,Conversion of folates to polyglutamate derivatives.,NONE
1on9_F_cavity_2,9,2.188,0.2431,6,1,2,0,0,0,Methylmalonyl-CoA carboxyltransferase 12S subunit,NONE,Q8GBW6,Involved in oxidoreductase activity,NONE
1u3d_A_cavity_1,11,2.669,0.2426,5,3,3,0,0,0,Cryptochrome-1,NONE,Q43125,"Replication, recombination and repair",NONE
2a3f_X_cavity_1,13,3.151,0.2424,9,1,1,1,1,0,Nitrophorin-2,NONE,Q26241,Involved in binding,NONE
1ss4_B_cavity_3,12,2.909,0.2424,4,3,4,0,1,0,Glyoxalase family protein,NONE,Q81F54,Amino acid transport and metabolism,NONE
2gkm_B_cavity_1,12,2.908,0.2423,7,2,1,0,2,0,Hemoglobin-like protein HbN,NONE,P0A592,Involved in oxygen binding,NONE
1fc4_B_cavity_1,12,2.907,0.2423,6,2,2,0,2,0,2-amino-3-ketobutyrate coenzyme A ligase,NONE,P0AB77,Coenzyme transport and metabolism,NONE
3ig5_A_cavity_1,15,3.633,0.2422,6,1,3,3,2,0,Glutamate--cysteine ligase,NONE,P32477,NONE,NONE
1f3b_B_cavity_1,12,2.907,0.2422,6,4,2,0,0,0,Glutathione S-transferase A1,NONE,P13745,Involved in glutathione transferase activity,NONE
1e9z_B_cavity_1,11,2.66,0.2419,9,2,0,0,0,0,Urease subunit alpha,NONE,P14916,NONE,NONE
1jl4_A_cavity_2,11,2.657,0.2415,8,1,2,0,0,0,"H-2 class II histocompatibility antigen, A-K alpha chain",NONE,P01910,NONE,NONE
1qag_B_cavity_1,12,2.897,0.2414,9,2,0,0,1,0,Utrophin,NONE,P46939,NONE,NONE
1v6a_A_cavity_1,26,6.27,0.2411,11,1,5,8,1,0,L-lactate dehydrogenase A chain,NONE,Q9W7K5,NONE,NONE
1qor_B_cavity_1,12,2.892,0.241,7,2,2,0,1,0,Quinone oxidoreductase,NONE,P28304,NONE,NONE
2h9c_B_cavity_1,11,2.649,0.2408,9,1,1,0,0,0,Salicylate biosynthesis protein pchB,NONE,Q51507,NONE,NONE
2k0l_A_cavity_3,10,2.408,0.2408,7,2,1,0,0,0,Outer membrane protein A,NONE,P24017,NONE,NONE
2f2b_A_cavity_1,12,2.887,0.2406,7,1,3,0,1,0,Aquaporin aqpM,NONE,Q9C4Z5,NONE,NONE
2cuj_A_cavity_1,12,2.887,0.2406,6,2,4,0,0,0,Transcriptional adapter 2-alpha,NONE,Q8CHV6,NONE,NONE
1rwb_E_cavity_1,12,2.883,0.2403,8,1,2,1,0,0,Glucose 1-dehydrogenase,NONE,P40288,Involved in oxidoreductase activity,NONE
2ey4_B_cavity_1,11,2.642,0.2402,5,2,3,1,0,0,Probable tRNA pseudouridine synthase B,NONE,Q7LWY0,NONE,NONE
2r6z_B_cavity_1,11,2.64,0.24,5,2,2,2,0,0,UPF0341 protein in rsp 3region,NONE,P72077,NONE,NONE
1ee0_A_cavity_1,12,2.874,0.2395,8,1,2,0,1,0,2-pyrone synthase,NONE,P48391,"Secondary metabolites biosynthesis, transport and catabolism",NONE
3euc_A_cavity_1,12,2.87,0.2392,5,3,3,1,0,0,Histidinol-phosphate aminotransferase 2,NONE,Q46WL3,NONE,NONE
2gt4_C_cavity_1,12,2.87,0.2392,5,3,2,2,0,0,GDP-mannose mannosyl hydrolase,NONE,P32056,"Replication, recombination and repair",NONE
1ql6_A_cavity_1,12,2.869,0.2391,7,1,3,1,0,0,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle isoform",NONE,P00518,NONE,NONE
2uy8_A_cavity_3,12,2.866,0.2388,9,1,2,0,0,0,Oxalate decarboxylase oxdC,NONE,O34714,Involved in nutrient reservoir activity,NONE
1zb7_A_cavity_1,12,2.865,0.2388,6,0,3,1,2,0,Botulinum neurotoxin type G,NONE,Q60393,NONE,NONE
