From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
O58843,O58843,reviewed,ATGT_PYRHO,tRNA-guanine(15) transglycosylase (EC 2.4.2.48) (7-cyano-7-deazaguanine tRNA-ribosyltransferase) (Archaeal tRNA-guanine transglycosylase),tgtA PH1116,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),582
P47075,P47075,reviewed,VTC4_YEAST,Vacuolar transporter chaperone complex subunit 4 (Phosphate metabolism protein 3) (Polyphosphate kinase) (SPX-dependent polyphosphate polymerase VTC subunit 4) (Vacuolar membrane polyphosphate polymerase catalytic subunit) (PolyP polymerase) (EC 2.7.4.1),VTC4 PHM3 YJL012C J1345,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),721
P20058,P20058,reviewed,HEMO_RABIT,Hemopexin,HPX,Oryctolagus cuniculus (Rabbit),460
O74933,O74933,reviewed,UAP1_CANAX,UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23),UAP1,Candida albicans (Yeast),486
P45510,P45510,reviewed,DHAK_CITFR,Dihydroxyacetone kinase (DHA kinase) (EC 2.7.1.29) (Glycerone kinase),dhaK,Citrobacter freundii,552
P96113,P96113,reviewed,DEF_THEMA,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase),def TM_1661,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),164
P08148,P08148,reviewed,GP63_LEIMA,Leishmanolysin (EC 3.4.24.36) (Cell surface protease) (Major surface glycoprotein) (Major surface protease) (Promastigote surface endopeptidase) (Protein gp63),gp63,Leishmania major,602
P30084,P30084,reviewed,ECHM_HUMAN,"Enoyl-CoA hydratase, mitochondrial (mECH) (mECH1) (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (ECHS1) (Short-chain enoyl-CoA hydratase) (SCEH)",ECHS1,Homo sapiens (Human),290
P0AB92,P0AB92,reviewed,AROG_ECO57,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)",aroG Z0924 ECs0782,Escherichia coli O157:H7,350
P04254,P04254,reviewed,HCYA_PANIN,Hemocyanin A chain,,Panulirus interruptus (California spiny lobster) (Palinurus interruptus),657
Q44493,Q44493,reviewed,ALGE4_AZOVI,Mannuronan C5-epimerase AlgE4 (EC 5.1.3.37) (Poly(beta-D-mannuronate) C5 epimerase 4),algE4,Azotobacter vinelandii,553
P0A578,P9WND0,reviewed,DHPS1_MYCTO,Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase),folP1 MT3712,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),280
P0A578,P9WND1,reviewed,DHPS1_MYCTU,Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase),folP1 Rv3608c MTCY07H7B.14,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),280
O48917,O48917,reviewed,SQD1_ARATH,"UDP-sulfoquinovose synthase, chloroplastic (EC 3.13.1.1) (Sulfite:UDP-glucose sulfotransferase) (Sulfolipid biosynthesis protein)",SQD1 At4g33030 F26P21.150,Arabidopsis thaliana (Mouse-ear cress),477
P77674,P77674,reviewed,ABDH_ECOLI,Gamma-aminobutyraldehyde dehydrogenase (ABALDH) (EC 1.2.1.19) (1-pyrroline dehydrogenase) (4-aminobutanal dehydrogenase) (5-aminopentanal dehydrogenase) (EC 1.2.1.-),patD prr ydcW b1444 JW1439,Escherichia coli (strain K12),474
O95154,O95154,reviewed,ARK73_HUMAN,Aflatoxin B1 aldehyde reductase member 3 (EC 1.-.-.-) (AFB1 aldehyde reductase 2) (AFB1-AR 2),AKR7A3 AFAR2,Homo sapiens (Human),331
Q9Y9L0,Q9Y9L0,reviewed,TDXH_AERPE,Peroxiredoxin (EC 1.11.1.24) (Thioredoxin peroxidase) (ApTPx) (Thioredoxin-dependent peroxiredoxin),APE_2278,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),250
Q86SR1,Q86SR1,reviewed,GLT10_HUMAN,Polypeptide N-acetylgalactosaminyltransferase 10 (EC 2.4.1.41) (Polypeptide GalNAc transferase 10) (GalNAc-T10) (pp-GaNTase 10) (Protein-UDP acetylgalactosaminyltransferase 10) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 10),GALNT10,Homo sapiens (Human),603
P32267,P32267,reviewed,ASIA_BPT4,10 kDa anti-sigma factor (10 kDa RNA polymerase-associated protein) (Audrey Stevens' inhibitor),asiA,Enterobacteria phage T4 (Bacteriophage T4),90
P04296,P04296,reviewed,DNBI_HHV11,Major DNA-binding protein,DBP ICP8 UL29,Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1),1196
O95453,O95453,reviewed,PARN_HUMAN,Poly(A)-specific ribonuclease PARN (EC 3.1.13.4) (Deadenylating nuclease) (Deadenylation nuclease) (Polyadenylate-specific ribonuclease),PARN DAN,Homo sapiens (Human),639
Q8ZYK1,Q8ZYK1,unreviewed,Q8ZYK1_PYRAE,ORC1-type DNA replication protein,PAE0737,Pyrobaculum aerophilum (strain ATCC 51768 / DSM 7523 / JCM 9630 / CIP 104966 / NBRC 100827 / IM2),389
Q01786,Q01786,reviewed,GUN5_THEFU,"Endoglucanase E-5 (EC 3.2.1.4) (Cellulase E-5) (Cellulase E5) (Endo-1,4-beta-glucanase E-4)",celE,Thermobifida fusca (Thermomonospora fusca),466
P65517,P65517,reviewed,NANE_STAAN,Putative N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9) (ManNAc-6-P epimerase),nanE SA0307,Staphylococcus aureus (strain N315),222
Q0P8G4,Q0P8G4,unreviewed,Q0P8G4_CAMJE,dUTPase (EC 3.6.1.23),dut Cj1451,Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168),229
Q04830,Q04830,reviewed,FIBER_BPK1F,Tail spike protein (TSP) (Endo-N-acetylneuraminidase) (Endo-N) (Endo-alpha-sialidase) (EC 3.2.1.129) (EndoNF) (G102) [Cleaved into: Mature tail spike protein; Intramolecular chaperone],,Escherichia phage K1F (Bacteriophage K1F),1064
P69681,P69681,reviewed,AMTB_ECOLI,Ammonium transporter AmtB (Ammonia channel AmtB) (Ammonium channel AmtB),amtB ybaG b0451 JW0441,Escherichia coli (strain K12),428
P55301,P55301,reviewed,FTR_METBF,Formylmethanofuran--tetrahydromethanopterin formyltransferase (Ftr) (EC 2.3.1.101) (H4MPT formyltransferase),ftr Mbar_A0980,Methanosarcina barkeri (strain Fusaro / DSM 804),297
P18054,P18054,reviewed,LOX12_HUMAN,Polyunsaturated fatty acid lipoxygenase ALOX12 (EC 1.13.11.-) (Arachidonate (12S)-lipoxygenase) (12S-LOX) (12S-lipoxygenase) (EC 1.13.11.31) (Arachidonate (15S)-lipoxygenase) (EC 1.13.11.33) (Linoleate (13S)-lipoxygenase) (Lipoxin synthase 12-LO) (EC 3.3.2.-) (Platelet-type lipoxygenase 12),ALOX12 12LO LOG12,Homo sapiens (Human),663
O73946,O73946,reviewed,HELS_PYRFU,ATP-dependent DNA helicase Hel308 (EC 5.6.2.4) (ATP-dependent Holliday junction unwindase Hjm) (DNA 3'-5' helicase Hel308) (Holliday junction migration DNA helicase),hel308 hjm PF0677,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),720
INGR1_HUMAN,P15260,reviewed,INGR1_HUMAN,Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (CDw119) (Interferon gamma receptor alpha-chain) (IFN-gamma-R-alpha) (CD antigen CD119),IFNGR1,Homo sapiens (Human),489
P0A592,P9WN24,reviewed,TRHBN_MYCTO,Group 1 truncated hemoglobin GlbN (Truncated hemoglobin) (trHbN) (Hemoglobin-like protein HbN),glbN MT1594,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),136
P0A592,P9WN25,reviewed,TRHBN_MYCTU,Group 1 truncated hemoglobin GlbN (Truncated hemoglobin) (trHbN) (Hemoglobin-like protein HbN),glbN Rv1542c MTCY48.23,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),136
P75170,P75170,reviewed,HPRR_MYCPN,Hydroperoxide reductase (EC 1.11.1.-),MPN_625 C12_orf141 MP217,Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) (Mycoplasmoides pneumoniae),141
Q00496,Q00496,reviewed,BXE_CLOBO,Botulinum neurotoxin type E (BoNT/E) (Bontoxilysin-E) [Cleaved into: Botulinum neurotoxin E light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin E heavy chain (HC)],botE,Clostridium botulinum,1251
P20371,P20371,reviewed,PCXA_ACIAD,"Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3) (3,4-PCD)",pcaG ACIAD1712,Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),209
P36683,P36683,reviewed,ACNB_ECOLI,"Aconitate hydratase B (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)",acnB yacI yacJ b0118 JW0114,Escherichia coli (strain K12),865
P96142,P96142,reviewed,SYV_THETH,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),valS,Thermus thermophilus,862
Q53SF7,Q53SF7,reviewed,COBL1_HUMAN,Cordon-bleu protein-like 1,COBLL1 KIAA0977,Homo sapiens (Human),1128
P11986,P11986,reviewed,INO1_YEAST,Inositol-3-phosphate synthase (MIP synthase) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (IPS) (MI-1-P synthase),INO1 YJL153C J0610,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),533
O31474,O31474,reviewed,YCGJ_BACSU,Uncharacterized methyltransferase YcgJ (EC 2.1.1.-),ycgJ BSU03160,Bacillus subtilis (strain 168),253
Q02440,Q02440,reviewed,MYO5A_CHICK,"Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain p190) (Myosin-V)",MYO5A,Gallus gallus (Chicken),1829
P06875,P06875,reviewed,PAC_ECOLX,Penicillin G acylase (EC 3.5.1.11) (Penicillin G amidase) (Penicillin G amidohydrolase) [Cleaved into: Penicillin G acylase subunit alpha; Penicillin G acylase subunit beta],pac,Escherichia coli,846
P0A1E3,P0A1E3,reviewed,CYSK_SALTY,Cysteine synthase A (CSase A) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase A) (OAS-TL A) (O-acetylserine sulfhydrylase A),cysK STM2430,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),323
O31663,O31663,reviewed,MTNK_BACSU,Methylthioribose kinase (MTR kinase) (EC 2.7.1.100),mtnK ykrT BSU13560,Bacillus subtilis (strain 168),397
Q9HKT1,Q9HKT1,reviewed,LPLAN_THEAC,Lipoate-protein ligase A subunit 1 (EC 6.3.1.20) (Lipoate--protein ligase subunit 1),lplA Ta0514,Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165),262
CP2R1_HUMAN,Q6VVX0,reviewed,CP2R1_HUMAN,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),CYP2R1,Homo sapiens (Human),501
P0A6X7,P0A6X7,reviewed,IHFA_ECOLI,Integration host factor subunit alpha (IHF-alpha),ihfA hid himA b1712 JW1702,Escherichia coli (strain K12),99
O68557,O68557,reviewed,T2B1_BACIU,Type II restriction enzyme BglI (R.BglI) (EC 3.1.21.4) (Endonuclease BglI) (Type-2 restriction enzyme BglI),bglIR,Bacillus subtilis,299
P49748,P49748,reviewed,ACADV_HUMAN,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (VLCAD) (EC 1.3.8.9)",ACADVL VLCAD,Homo sapiens (Human),655
Q09161,Q09161,reviewed,NCBP1_HUMAN,Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit),NCBP1 CBP80 NCBP,Homo sapiens (Human),790
Q9H227,Q9H227,reviewed,GBA3_HUMAN,Cytosolic beta-glucosidase (EC 3.2.1.21) (Cytosolic beta-glucosidase-like protein 1) (Cytosolic galactosylceramidase) (EC 3.2.1.46) (Cytosolic glucosylceramidase) (EC 3.2.1.45) (Cytosolic glycosylceramidase) (Cytosolic GCase) (Glucosidase beta acid 3) (Glucosylceramidase beta 3) (Klotho-related protein) (KLrP),GBA3 CBG CBGL1,Homo sapiens (Human),469
P33517,P33517,reviewed,COX1_CERSP,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I),ctaD,Cereibacter sphaeroides (Rhodobacter sphaeroides),566
P15919,P15919,reviewed,RAG1_MOUSE,V(D)J recombination-activating protein 1 (RAG-1) [Includes: Endonuclease RAG1 (EC 3.1.-.-); E3 ubiquitin-protein ligase RAG1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAG1)],Rag1,Mus musculus (Mouse),1040
P38383,P38383,reviewed,SECE_THET8,Protein translocase subunit SecE,secE TTHA0249,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),60
P20826,P20826,reviewed,SCF_MOUSE,Kit ligand (Hematopoietic growth factor KL) (Mast cell growth factor) (MGF) (Steel factor) (Stem cell factor) (SCF) (c-Kit ligand) [Cleaved into: Soluble KIT ligand (sKITLG)],Kitlg Kitl Mgf Sl Slf,Mus musculus (Mouse),273
CP51_MYCTU,P9WPP9,reviewed,CP51_MYCTU,Sterol 14alpha-demethylase (EC 1.14.15.36) (CYPLI) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 14-alpha demethylase),cyp51 Rv0764c MTCY369.09c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),451
Q60393,Q60393,reviewed,BXG_CLOBO,Botulinum neurotoxin type G (BoNT/G) (Bontoxilysin-G) [Cleaved into: Botulinum neurotoxin G light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin G heavy chain (HC)],botG,Clostridium botulinum,1297
P60896,P60896,reviewed,SEM1_HUMAN,26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein),SEM1 C7orf76 DSS1 SHFDG1 SHFM1,Homo sapiens (Human),70
P0A9T4,P0A9T4,reviewed,TAS_ECOLI,Protein tas,tas ygdS b2834 JW2802,Escherichia coli (strain K12),346
TRAF3_HUMAN,Q13114,reviewed,TRAF3_HUMAN,TNF receptor-associated factor 3 (EC 2.3.2.27) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (LMP1-associated protein 1) (LAP1) (RING-type E3 ubiquitin transferase TRAF3),TRAF3 CAP-1 CRAF1 TRAFAMN,Homo sapiens (Human),568
P07805,P07805,reviewed,DCOR_TRYBB,Ornithine decarboxylase (ODC) (EC 4.1.1.17),,Trypanosoma brucei brucei,423
Q05769,Q05769,reviewed,PGH2_MOUSE,Prostaglandin G/H synthase 2 (EC 1.14.99.1) (Cyclooxygenase-2) (COX-2) (Glucocorticoid-regulated inflammatory cyclooxygenase) (Gripghs) (Macrophage activation-associated marker protein P71/73) (PES-2) (PHS II) (Prostaglandin H2 synthase 2) (PGH synthase 2) (PGHS-2) (Prostaglandin-endoperoxide synthase 2) (TIS10 protein),Ptgs2 Cox-2 Cox2 Pghs-b Tis10,Mus musculus (Mouse),604
P61218,P61218,reviewed,RPAB2_HUMAN,"DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (DNA-directed RNA polymerase II subunit F) (DNA-directed RNA polymerases I, II, and III 14.4 kDa polypeptide) (RPABC14.4) (RPB14.4) (RPB6 homolog) (RPC15)",POLR2F POLRF,Homo sapiens (Human),127
P14916,P14916,reviewed,URE23_HELPY,Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha),ureA hpuA HP_0073,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),238
Q58292,Q58292,reviewed,Y882_METJA,Probable S-adenosylmethionine-dependent methyltransferase MJ0882 (EC 2.1.1.-),MJ0882,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),197
P15807,P15807,reviewed,MET8_YEAST,Siroheme biosynthesis protein MET8 [Includes: Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)],MET8 YBR213W YBR1461,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),274
P14169,P14169,reviewed,RFBE_SALTI,CDP-paratose 2-epimerase (EC 5.1.3.10) (CDP-tyvelose 2-epimerase),rfbE STY2298 t0784,Salmonella typhi,338
KPCT_HUMAN,Q04759,reviewed,KPCT_HUMAN,Protein kinase C theta type (EC 2.7.11.13) (nPKC-theta),PRKCQ PRKCT,Homo sapiens (Human),706
P0ACS9,P0ACS9,reviewed,ACRR_ECOLI,HTH-type transcriptional regulator AcrR (Potential acrAB operon repressor),acrR ybaH b0464 JW0453,Escherichia coli (strain K12),215
P17213,P17213,reviewed,BPI_HUMAN,Bactericidal permeability-increasing protein (BPI) (CAP 57),BPI,Homo sapiens (Human),487
Q9M015,Q9M015,reviewed,Y5161_ARATH,Uncharacterized protein At5g01610,At5g01610 F7A7.130,Arabidopsis thaliana (Mouse-ear cress),170
Q746L7,Q746L7,unreviewed,Q746L7_THET2,2-keto-3-deoxy-gluconate kinase,TT_P0036,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),309
P72077,P72077,reviewed,RSMJ_NEIGO,Ribosomal RNA small subunit methyltransferase J (EC 2.1.1.242) (16S rRNA m2G1516 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase),rsmJ,Neisseria gonorrhoeae,250
P22505,P22505,reviewed,BGLB_PAEPO,Beta-glucosidase B (EC 3.2.1.21) (Amygdalase) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase),bglB,Paenibacillus polymyxa (Bacillus polymyxa),448
P26987,P26987,reviewed,SAM22_SOYBN,Stress-induced protein SAM22 (Pathogenesis-related protein 10) (Starvation-associated message 22) (allergen Gly m 4),PR-10 GLYMA_07G243500,Glycine max (Soybean) (Glycine hispida),158
Q58487,Q58487,reviewed,MVK_METJA,Mevalonate kinase (MK) (MVK) (EC 2.7.1.36),mvk MJ1087,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),312
Q9VDE6,Q9VDE6,reviewed,EXOC6_DROME,Exocyst complex component 6 (Exocyst complex component Sec15),Sec15 CG7034,Drosophila melanogaster (Fruit fly),766
P13319,P13319,reviewed,RNH_BPT4,Ribonuclease H (RNase H) (EC 3.1.26.4),rnh 33.2 das,Enterobacteria phage T4 (Bacteriophage T4),305
P31069,P31069,reviewed,KCH_ECOLI,Voltage-gated potassium channel Kch,kch b1250 JW1242,Escherichia coli (strain K12),417
P08170,P08170,reviewed,LOX1_SOYBN,Seed linoleate 13S-lipoxygenase-1 (EC 1.13.11.12) (Lipoxygenase-1) (L-1),LOX1.1 LOX1,Glycine max (Soybean) (Glycine hispida),839
P0A5J4,P9WK16,reviewed,MASZ_MYCTO,Malate synthase G (EC 2.3.3.9),glcB MT1885,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),741
P0A5J4,P9WK17,reviewed,MASZ_MYCTU,Malate synthase G (EC 2.3.3.9),glcB Rv1837c MTCY1A11.06,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),741
Q9X287,Q9X287,reviewed,FTHS_THEMA,Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS),fhs TM_1766,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),542
P04880,P04880,reviewed,PHOSP_VSIVM,Phosphoprotein (Protein P) (Protein M1),P,Vesicular stomatitis Indiana virus (strain Mudd-Summers) (VSIV),265
P07357,P07357,reviewed,CO8A_HUMAN,Complement component C8 alpha chain (Complement component 8 subunit alpha),C8A,Homo sapiens (Human),584
P00558,P00558,reviewed,PGK1_HUMAN,Phosphoglycerate kinase 1 (EC 2.7.11.1) (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2),PGK1 PGKA MIG10 OK/SW-cl.110,Homo sapiens (Human),417
P37757,P37757,reviewed,YDDE_ECOLI,Uncharacterized isomerase YddE (EC 5.1.-.-) (ORFB),yddE b1464 JW1459,Escherichia coli (strain K12),297
P32477,P32477,reviewed,GSH1_YEAST,Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase),GSH1 YJL101C J0832,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),678
Q72JS5,Q72JS5,reviewed,QUEA_THET2,S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA),queA TT_C0693,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),345
P32890,P32890,reviewed,ELBP_ECOLX,"Heat-labile enterotoxin B chain (LT-B, porcine) (LTP-B)",eltB ltpB,Escherichia coli,124
VEGFA_HUMAN,P15692,reviewed,VEGFA_HUMAN,"Vascular endothelial growth factor A, long form (L-VEGF) (Vascular permeability factor) (VPF) [Cleaved into: N-VEGF; VEGFA]",VEGFA VEGF,Homo sapiens (Human),395
Q9Q6Q5,Q9Q6Q5,reviewed,RDRP_IBDV,RNA-directed RNA polymerase (RDRP) (EC 2.7.7.48) (Protein VP1),VP1,Avian infectious bursal disease virus (IBDV) (Gumboro disease virus),881
STK4_HUMAN,Q13043,reviewed,STK4_HUMAN,Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)],STK4 KRS2 MST1,Homo sapiens (Human),487
P12333,P12333,reviewed,CB2A_SPIOL,"Chlorophyll a-b binding protein, chloroplastic (LHCII type I CAB) (LHCP)",,Spinacia oleracea (Spinach),267
P54965,P54965,reviewed,CBH_CLOPE,Bile salt hydrolase/transferase (BSH/T) (Bile acid amine N-acyltransferase) (EC 2.3.1.-) (Bile salt hydrolase) (BSH) (CBAH-1) (Choloylglycine hydrolase) (EC 3.5.1.24) (Conjugated bile acid hydrolase) (CBAH) (EC 3.5.1.-),cbh CPE0709,Clostridium perfringens (strain 13 / Type A),329
Q844J9,Q844J9,unreviewed,Q844J9_BACTU,Vip2Ac,vip2Ac vip2Ac2,Bacillus thuringiensis,462
CHLE_HUMAN,P06276,reviewed,CHLE_HUMAN,Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase),BCHE CHE1,Homo sapiens (Human),602
Q9X1U7,Q9X1U7,reviewed,ATPA_THEMA,ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha),atpA TM_1612,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),503
P94954,P94954,reviewed,MCH_METKA,Methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27) (Methenyl-H4MPT cyclohydrolase),mch MK0625,Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938),316
Q86WA6,Q86WA6,reviewed,BPHL_HUMAN,Valacyclovir hydrolase (VACVase) (Valacyclovirase) (EC 3.1.-.-) (Biphenyl hydrolase-like protein) (Biphenyl hydrolase-related protein) (Bph-rp) (Breast epithelial mucin-associated antigen) (MCNAA),BPHL MCNAA,Homo sapiens (Human),291
P30233,P30233,reviewed,2SS2_CAPMA,Sweet protein mabinlin-2 (Mabinlin II) (MAB II) [Cleaved into: Sweet protein mabinlin-2 chain A; Sweet protein mabinlin-2 chain B],,Capparis masaikai (Mabinlang),155
P24481,P24481,reviewed,PAL1_PETCR,Phenylalanine ammonia-lyase 1 (EC 4.3.1.24),PAL1,Petroselinum crispum (Parsley) (Petroselinum hortense),716
P19571,P19571,reviewed,AMT6_BACS7,"Glucan 1,4-alpha-maltohexaosidase (EC 3.2.1.98) (Exo-maltohexaohydrolase) (G6-amylase) (Maltohexaose-producing amylase)",,Bacillus sp. (strain 707),518
P28078,P28078,reviewed,DMA_MOUSE,"Class II histocompatibility antigen, M alpha chain",H2-DMa H2-Ma Ma,Mus musculus (Mouse),261
P33198,P33198,reviewed,IDHP_PIG,"Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",IDH2,Sus scrofa (Pig),421
ANXA3_HUMAN,P12429,reviewed,ANXA3_HUMAN,"Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)",ANXA3 ANX3,Homo sapiens (Human),323
P54945,P54945,reviewed,YXEF_BACSU,Uncharacterized protein YxeF,yxeF BSU39570 HS74F,Bacillus subtilis (strain 168),144
O57770,O57770,reviewed,Y010_PYRHO,Protein PH0010,PH0010,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),206
Q51739,Q51739,reviewed,AOR_PYRFU,Tungsten-containing aldehyde ferredoxin oxidoreductase (EC 1.2.7.5) (Aldehyde ferredoxin oxidoreductase) (AOR),aor PF0346,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),605
P00327,P00327,reviewed,ADH1E_HORSE,Alcohol dehydrogenase E chain (EC 1.1.1.1),,Equus caballus (Horse),375
Q46393,Q46393,reviewed,BCPA_CHLTE,Bacteriochlorophyll a protein (BCP) (BChl a protein) (Fenna-Matthews-Olson protein) (FMO protein),fmoA CT1499,Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum),366
Q5SKS4,Q5SKS4,reviewed,TDH_THET8,L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103),tdh TTHA0569,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),343
P00958,P00958,reviewed,SYMC_YEAST,"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)",MES1 YGR264C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),751
Q13596,Q13596,reviewed,SNX1_HUMAN,Sorting nexin-1,SNX1,Homo sapiens (Human),522
HMOX2_HUMAN,P30519,reviewed,HMOX2_HUMAN,Heme oxygenase 2 (HO-2) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 2 soluble form],HMOX2 HO2,Homo sapiens (Human),316
